BusNum,BusName,BusNomVolt,BusPUVolt,BusAngle,BusG:1,BusB:1,AreaNum,ZoneNum,BANumber,SubNum,BusSlack,BusStatus,BusLongName,BusKVVolt,BusRad,BusE,BusF,BusMCMW,BusMWMCEnergy,BusMWMCCongestion,BusMWMCLosses,BusMCMVAR,BusMvarMCCongestion,BusMvarMCLosses,BusMCVolt,OwnerNum,BusEquiv,BusScale,TimeDomainSelected,LSName,BusMonEle,BusVoltLim,BusVoltLimLow,BusVoltLimHigh,LPOPFConstraint,BusLossSensMW,BusLossSensMVR,DCLossMultiplier,PVmonBusVoltage,PVMonBusVoltageKV,PVmonBusAngle,pvMonVQSense,PVmonBusPLoad,PVmonBusQLoad,PVMonBusShunt,qvBusMinVolt,qvBusMaxVolt,qvBusStepSize,CustomString,CustomString:1,CustomString:2,,,,,,,,,,
110038,NADA 1 2,13.8,1.024315,-5.629289,0,0,7,1,1,10,NO ,Connected,,,newbus 138,14.1355,-0.09825,1.0194,-0.1005,56.4311,57.4583,-1.0272,0,0.1793,0.1793,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,0.0384,-0.0021,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,Garwood,Colorado County,Texas
110039,NADA 1 3,13.8,1.024315,-5.629289,0,0,7,1,1,10,NO ,Connected,,,newbus 138,14.1355,-0.09825,1.0194,-0.1005,56.4311,57.4583,-1.0272,0,0.1793,0.1793,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,0.0384,-0.0021,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,Garwood,Colorado County,Texas
110040,NADA 1 4,1,1.024315,-5.629289,0,0,7,1,1,10,NO ,Connected,,,newbus 138,1.0243,-0.09825,1.0194,-0.1005,56.4311,57.4583,-1.0272,0,0.1793,0.1793,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,0.0384,-0.0021,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,Garwood,Colorado County,Texas
110041,EGYPT 1 1,138,1.025459,-4.225788,0,0,7,1,1,11,NO ,Connected,,,newbus 138,141.5133,-0.073754,1.0227,-0.0756,56.5885,57.4583,-0.8698,0,0.1024,0.1024,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,0.0453,-0.0029,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,Bonus,Wharton County,Texas
110042,EGYPT 1 2,24,1.025459,-4.225788,0,0,7,1,1,11,NO ,Connected,,,newbus 138,24.611,-0.073754,1.0227,-0.0756,56.5885,57.4583,-0.8698,0,0.1024,0.1024,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,0.0453,-0.0029,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,Bonus,Wharton County,Texas
110043,EGYPT 1 3,24,1.025459,-4.225788,0,0,7,1,1,11,NO ,Connected,,,newbus 138,24.611,-0.073754,1.0227,-0.0756,56.5885,57.4583,-0.8698,0,0.1024,0.1024,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,0.0453,-0.0029,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,Bonus,Wharton County,Texas
110044,EGYPT 1 4,1,1.025459,-4.225788,0,0,7,1,1,11,NO ,Connected,,,newbus 138,1.0255,-0.073754,1.0227,-0.0756,56.5885,57.4583,-0.8698,0,0.1024,0.1024,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,0.0453,-0.0029,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,Bonus,Wharton County,Texas
110045,LOUISE 1 1,138,1.021642,-6.410727,0,0,7,1,1,12,NO ,Connected,,,newbus 138,140.9866,-0.111888,1.0153,-0.1141,56.6015,57.4583,-0.8568,0,0.1538,0.1538,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,0.0383,-0.0037,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,El Campo,Wharton County,Texas
110046,LOUISE 1 2,13.8,1.021642,-6.410727,0,0,7,1,1,12,NO ,Connected,,,newbus 138,14.0987,-0.111888,1.0153,-0.1141,56.6015,57.4583,-0.8568,0,0.1538,0.1538,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,0.0383,-0.0037,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,El Campo,Wharton County,Texas
110047,LOUISE 1 3,13.8,1.021642,-6.410727,0,0,7,1,1,12,NO ,Connected,,,newbus 138,14.0987,-0.111888,1.0153,-0.1141,56.6015,57.4583,-0.8568,0,0.1538,0.1538,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,0.0383,-0.0037,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,El Campo,Wharton County,Texas
110048,LOUISE 1 4,1,1.021642,-6.410727,0,0,7,1,1,12,NO ,Connected,,,newbus 138,1.0216,-0.111888,1.0153,-0.1141,56.6015,57.4583,-0.8568,0,0.1538,0.1538,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,0.0383,-0.0037,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,El Campo,Wharton County,Texas
110049,GANADO 1 1,138,1.01877,-4.409263,0,0,7,1,1,13,NO ,Connected,,,newbus 138,140.5903,-0.076956,1.0158,-0.0783,56.6771,57.4583,-0.7812,0,0.1205,0.1205,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,0.0462,-0.0054,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,Ganado,Jackson County,Texas
110050,GANADO 1 2,18,1.01877,-4.409263,0,0,7,1,1,13,NO ,Connected,,,newbus 138,18.3379,-0.076956,1.0158,-0.0783,56.6771,57.4583,-0.7812,0,0.1205,0.1205,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,0.0462,-0.0054,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,Ganado,Jackson County,Texas
110051,GANADO 1 3,18,1.01877,-4.409263,0,0,7,1,1,13,NO ,Connected,,,newbus 138,18.3379,-0.076956,1.0158,-0.0783,56.6771,57.4583,-0.7812,0,0.1205,0.1205,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,0.0462,-0.0054,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,Ganado,Jackson County,Texas
110052,GANADO 1 4,1,1.01877,-4.409263,0,0,7,1,1,13,NO ,Connected,,,newbus 138,1.0188,-0.076956,1.0158,-0.0783,56.6771,57.4583,-0.7812,0,0.1205,0.1205,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,0.0462,-0.0054,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,Ganado,Jackson County,Texas
110053,LOUISE 2 1,138,1.019981,-4.825827,0,0,7,1,1,14,NO ,Connected,,,newbus 138,140.7574,-0.084227,1.0164,-0.0858,56.6441,57.4583,-0.8142,0,0.1284,0.1284,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,0.0434,-0.0045,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,Louise,Wharton County,Texas
110054,LOUISE 2 2,13.8,1.019981,-4.825827,0,0,7,1,1,14,NO ,Connected,,,newbus 138,14.0757,-0.084227,1.0164,-0.0858,56.6441,57.4583,-0.8142,0,0.1284,0.1284,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,0.0434,-0.0045,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,Louise,Wharton County,Texas
110055,LOUISE 2 3,13.8,1.019981,-4.825827,0,0,7,1,1,14,NO ,Connected,,,newbus 138,14.0757,-0.084227,1.0164,-0.0858,56.6441,57.4583,-0.8142,0,0.1284,0.1284,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,0.0434,-0.0045,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,Louise,Wharton County,Texas
110056,LOUISE 2 4,1,1.019981,-4.825827,0,0,7,1,1,14,NO ,Connected,,,newbus 138,1.02,-0.084227,1.0164,-0.0858,56.6441,57.4583,-0.8142,0,0.1284,0.1284,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,0.0434,-0.0045,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,Louise,Wharton County,Texas
110057,LOUISE 3 1,138,1.020829,-5.572472,0,0,7,1,1,15,NO ,Connected,,,newbus 138,140.8744,-0.097258,1.016,-0.0991,56.6333,57.4583,-0.825,0,0.1389,0.1389,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,0.0418,-0.0044,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,Louise,Wharton County,Texas
110058,LOUISE 3 2,24,1.020829,-5.572472,0,0,7,1,1,15,NO ,Connected,,,newbus 138,24.4999,-0.097258,1.016,-0.0991,56.6333,57.4583,-0.825,0,0.1389,0.1389,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,0.0418,-0.0044,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,Louise,Wharton County,Texas
110059,LOUISE 3 3,24,1.020829,-5.572472,0,0,7,1,1,15,NO ,Connected,,,newbus 138,24.4999,-0.097258,1.016,-0.0991,56.6333,57.4583,-0.825,0,0.1389,0.1389,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,0.0418,-0.0044,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,Louise,Wharton County,Texas
