SubNum,SubName,SubID,Latitude,Longitude,LatitudeString,LongitudeString
86,CYPRESS 1,86,29.9182,-95.6527, 29:55:05.520 N, 95:39:09.720 W
87,KATY 3,87,29.8587,-95.5893, 29:51:31.320 N, 95:35:21.480 W
88,KATY 4,88,29.8658,-95.6098, 29:51:56.880 N, 95:36:35.280 W
89,KATY 5,89,29.8694,-95.6006, 29:52:09.840 N, 95:36:02.160 W
90,KATY 6,90,29.8991,-95.6793, 29:53:56.760 N, 95:40:45.480 W
91,KATY 7,91,29.8625,-95.7007, 29:51:45.000 N, 95:42:02.520 W
92,KATY 8,92,29.867,-95.5896, 29:52:01.200 N, 95:35:22.560 W
93,KATY 9,93,29.8568,-95.6639, 29:51:24.480 N, 95:39:50.040 W
94,CYPRESS 2,94,29.8757,-95.5803, 29:52:32.520 N, 95:34:49.080 W
95,KATY 10,95,29.8577,-95.6009, 29:51:27.720 N, 95:36:03.240 W
96,CYPRESS 3,96,29.8958,-95.623, 29:53:44.880 N, 95:37:22.800 W
97,KATY 11,97,29.8805,-95.6148, 29:52:49.800 N, 95:36:53.280 W
98,KATY 12,98,29.8644,-95.6148, 29:51:51.840 N, 95:36:53.280 W
99,KATY 13,99,29.864,-95.6304, 29:51:50.400 N, 95:37:49.440 W
100,CYPRESS 4,100,29.8778,-95.5847, 29:52:40.080 N, 95:35:04.920 W
101,KATY 14,101,29.8437,-95.6781, 29:50:37.320 N, 95:40:41.160 W
102,CYPRESS 5,102,29.88,-95.6012, 29:52:48.000 N, 95:36:04.320 W
103,KATY 15,103,29.8474,-95.5992, 29:50:50.640 N, 95:35:57.120 W
104,KATY 16,104,29.8704,-95.5941, 29:52:13.440 N, 95:35:38.760 W
105,KATY 17,105,29.8158,-95.6671, 29:48:56.880 N, 95:40:01.560 W
106,CYPRESS 6,106,29.8891,-95.5936, 29:53:20.760 N, 95:35:36.960 W
107,CYPRESS 7,107,29.8813,-95.5784, 29:52:52.680 N, 95:34:42.240 W
108,KATY 18,108,29.8997,-95.689, 29:53:58.920 N, 95:41:20.400 W
109,CYPRESS 8,109,29.8907,-95.6216, 29:53:26.520 N, 95:37:17.760 W
110,CYPRESS 9,110,29.8996,-95.6368, 29:53:58.560 N, 95:38:12.480 W
111,KATY 19,111,29.8483,-95.6355, 29:50:53.880 N, 95:38:07.800 W
112,KATY 20,112,29.8446,-95.6624, 29:50:40.560 N, 95:39:44.640 W
113,CYPRESS 10,113,29.9005,-95.6273, 29:54:01.800 N, 95:37:38.280 W
114,KATY 21,114,29.9015,-95.6735, 29:54:05.400 N, 95:40:24.600 W
115,KATY 22,115,29.8436,-95.7073, 29:50:36.960 N, 95:42:26.280 W
116,KATY 23,116,29.8501,-95.7207, 29:51:00.360 N, 95:43:14.520 W
117,CYPRESS 11,117,29.9221,-95.6459, 29:55:19.560 N, 95:38:45.240 W
118,CYPRESS 12,118,29.9066,-95.6465, 29:54:23.760 N, 95:38:47.400 W
119,KATY 24,119,29.883,-95.7141, 29:52:58.800 N, 95:42:50.760 W
120,KATY 25,120,29.8898,-95.7132, 29:53:23.280 N, 95:42:47.520 W
121,KATY 26,121,29.8579,-95.712, 29:51:28.440 N, 95:42:43.200 W
122,KATY 27,122,29.9134,-95.7028, 29:54:48.240 N, 95:42:10.080 W
123,CYPRESS 13,123,29.8886,-95.6108, 29:53:18.960 N, 95:36:38.880 W
124,KATY 28,124,29.8744,-95.6765, 29:52:27.840 N, 95:40:35.400 W
125,KATY 29,125,29.8814,-95.6207, 29:52:53.040 N, 95:37:14.520 W
126,KATY 30,126,29.8614,-95.6566, 29:51:41.040 N, 95:39:23.760 W
127,KATY 31,127,29.8676,-95.7142, 29:52:03.360 N, 95:42:51.120 W
128,KATY 32,128,29.8704,-95.7312, 29:52:13.440 N, 95:43:52.320 W
129,KATY 33,129,29.9001,-95.7211, 29:54:00.360 N, 95:43:15.960 W
130,KATY 34,130,29.8587,-95.6174, 29:51:31.320 N, 95:37:02.640 W
131,KATY 35,131,29.8499,-95.6123, 29:50:59.640 N, 95:36:44.280 W
132,CYPRESS 14,132,29.9376,-95.6697, 29:56:15.360 N, 95:40:10.920 W
133,CYPRESS 15,133,29.9304,-95.6792, 29:55:49.440 N, 95:40:45.120 W
134,CYPRESS 16,134,29.934,-95.7059, 29:56:02.400 N, 95:42:21.240 W
135,CYPRESS 17,135,29.9195,-95.6786, 29:55:10.200 N, 95:40:42.960 W
136,CYPRESS 18,136,29.9288,-95.6703, 29:55:43.680 N, 95:40:13.080 W
137,CYPRESS 19,137,29.9169,-95.6613, 29:55:00.840 N, 95:39:40.680 W
138,CYPRESS 20,138,29.9168,-95.6367, 29:55:00.480 N, 95:38:12.120 W
139,CYPRESS 21,139,29.9086,-95.6619, 29:54:30.960 N, 95:39:42.840 W
140,KATY 36,140,29.8909,-95.701, 29:53:27.240 N, 95:42:03.600 W
141,KATY 37,141,29.8838,-95.7002, 29:53:01.680 N, 95:42:00.720 W
142,KATY 38,142,29.8856,-95.6852, 29:53:08.160 N, 95:41:06.720 W
143,KATY 39,143,29.8859,-95.671, 29:53:09.240 N, 95:40:15.600 W
144,KATY 40,144,29.8969,-95.6632, 29:53:48.840 N, 95:39:47.520 W
145,KATY 41,145,29.8947,-95.6508, 29:53:40.920 N, 95:39:02.880 W
146,KATY 42,146,29.8824,-95.6549, 29:52:56.640 N, 95:39:17.640 W
147,KATY 43,147,29.8823,-95.6423, 29:52:56.280 N, 95:38:32.280 W
148,KATY 44,148,29.87,-95.689, 29:52:12.000 N, 95:41:20.400 W
149,KATY 45,149,29.866,-95.676, 29:51:57.600 N, 95:40:33.600 W
150,KATY 46,150,29.8548,-95.6777, 29:51:17.280 N, 95:40:39.720 W
151,KATY 47,151,29.8386,-95.7009, 29:50:18.960 N, 95:42:03.240 W
152,KATY 48,152,29.8724,-95.6644, 29:52:20.640 N, 95:39:51.840 W
153,KATY 49,153,29.8681,-95.64, 29:52:05.160 N, 95:38:24.000 W
154,KATY 50,154,29.851,-95.6441, 29:51:03.600 N, 95:38:38.760 W
155,KATY 51,155,29.8554,-95.6526, 29:51:19.440 N, 95:39:09.360 W
156,KATY 52,156,29.8411,-95.6507, 29:50:27.960 N, 95:39:02.520 W
157,KATY 53,157,29.8401,-95.6387, 29:50:24.360 N, 95:38:19.320 W
158,KATY 54,158,29.8312,-95.683, 29:49:52.320 N, 95:40:58.800 W
159,KATY 55,159,29.838,-95.6685, 29:50:16.800 N, 95:40:06.600 W
160,KATY 56,160,29.8198,-95.681, 29:49:11.280 N, 95:40:51.600 W
161,KATY 57,161,29.8267,-95.6455, 29:49:36.120 N, 95:38:43.800 W
162,CYPRESS 22,162,29.8746,-95.5929, 29:52:28.560 N, 95:35:34.440 W
163,CYPRESS 23,163,29.8747,-95.5929, 29:52:28.920 N, 95:35:34.440 W
164,CYPRESS 24,164,29.8853,-95.5944, 29:53:07.080 N, 95:35:39.840 W
165,KATY 58,165,29.8789,-95.6331, 29:52:44.040 N, 95:37:59.160 W
166,KATY 59,166,29.8873,-95.6586, 29:53:14.280 N, 95:39:30.960 W
167,KATY 60,167,29.889,-95.6834, 29:53:20.400 N, 95:41:00.240 W
168,KATY 61,168,29.8726,-95.6182, 29:52:21.360 N, 95:37:05.520 W
169,CYPRESS 25,169,29.8905,-95.6114, 29:53:25.800 N, 95:36:41.040 W
170,CYPRESS 26,170,29.9357,-95.6838, 29:56:08.520 N, 95:41:01.680 W
171,KATY 62,171,29.8853,-95.7257, 29:53:07.080 N, 95:43:32.520 W
172,KATY 63,172,29.8662,-95.725, 29:51:58.320 N, 95:43:30.000 W
173,KATY 64,173,29.8745,-95.711, 29:52:28.200 N, 95:42:39.600 W
174,CYPRESS 27,174,29.911,-95.6344, 29:54:39.600 N, 95:38:03.840 W
175,KATY 65,175,29.8573,-95.6904, 29:51:26.280 N, 95:41:25.440 W
176,KATY 66,176,29.867,-95.6158, 29:52:01.200 N, 95:36:56.880 W
177,CYPRESS 28,177,29.9203,-95.6475, 29:55:13.080 N, 95:38:51.000 W
178,KATY 67,178,29.907,-95.677, 29:54:25.200 N, 95:40:37.200 W
179,CYPRESS 29,179,29.9015,-95.6086, 29:54:05.400 N, 95:36:30.960 W
180,CYPRESS 30,180,29.8841,-95.5879, 29:53:02.760 N, 95:35:16.440 W
181,KATY 68,181,29.9038,-95.6889, 29:54:13.680 N, 95:41:20.040 W
182,KATY 69,182,29.854,-95.7085, 29:51:14.400 N, 95:42:30.600 W
183,KATY 70,183,29.892,-95.7185, 29:53:31.200 N, 95:43:06.600 W
184,KATY 71,184,29.9085,-95.7034, 29:54:30.600 N, 95:42:12.240 W
185,CYPRESS 31,185,29.9065,-95.6214, 29:54:23.400 N, 95:37:17.040 W
186,KATY 72,186,29.8618,-95.7323, 29:51:42.480 N, 95:43:56.280 W
187,HITCHCOCK 1,187,29.1349,-95.0878, 29:08:05.640 N, 95:05:16.080 W
188,HITCHCOCK 2,188,29.1963,-94.9629, 29:11:46.680 N, 94:57:46.440 W
189,HITCHCOCK 3,189,29.1356,-95.0514, 29:08:08.160 N, 95:03:05.040 W
190,NEW CANEY 1,190,30.1909,-95.2628, 30:11:27.240 N, 95:15:46.080 W
191,SPLENDORA 1,191,30.2259,-95.1541, 30:13:33.240 N, 95:09:14.760 W
192,SPLENDORA 2,192,30.2369,-95.2675, 30:14:12.840 N, 95:16:03.000 W
193,PORTER 1,193,30.2082,-95.3093, 30:12:29.520 N, 95:18:33.480 W
194,PORTER 2,194,30.1368,-95.2702, 30:08:12.480 N, 95:16:12.720 W
195,SPLENDORA 3,195,30.2891,-95.1777, 30:17:20.760 N, 95:10:39.720 W
196,SPLENDORA 4,196,30.2203,-95.1599, 30:13:13.080 N, 95:09:35.640 W
197,NEW CANEY 2,197,30.1804,-95.2042, 30:10:49.440 N, 95:12:15.120 W
198,NEW CANEY 3,198,30.1616,-95.1497, 30:09:41.760 N, 95:08:58.920 W
199,PORTER 3,199,30.1099,-95.2828, 30:06:35.640 N, 95:16:58.080 W
200,HUFFMAN 1,200,30.1407,-95.0934, 30:08:26.520 N, 95:05:36.240 W
201,SPLENDORA 5,201,30.3289,-95.1671, 30:19:44.040 N, 95:10:01.560 W
202,NEW CANEY 4,202,30.1386,-95.2213, 30:08:18.960 N, 95:13:16.680 W
203,PORTER 4,203,30.1137,-95.2381, 30:06:49.320 N, 95:14:17.160 W
204,PORTER 5,204,30.174,-95.2764, 30:10:26.400 N, 95:16:35.040 W
205,BELLAIRE 1,205,29.7154,-95.414, 29:42:55.440 N, 95:24:50.400 W
206,BELLAIRE 2,206,29.6833,-95.4301, 29:40:59.880 N, 95:25:48.360 W
207,HOUSTON 4,207,29.7408,-95.4139, 29:44:26.880 N, 95:24:50.040 W
208,BELLAIRE 3,208,29.6853,-95.4373, 29:41:07.080 N, 95:26:14.280 W
209,BELLAIRE 4,209,29.744,-95.4347, 29:44:38.400 N, 95:26:04.920 W
210,BELLAIRE 5,210,29.6835,-95.5023, 29:41:00.600 N, 95:30:08.280 W
211,BELLAIRE 6,211,29.7357,-95.5124, 29:44:08.520 N, 95:30:44.640 W
212,BELLAIRE 7,212,29.6924,-95.4736, 29:41:32.640 N, 95:28:24.960 W
213,BELLAIRE 8,213,29.7517,-95.4719, 29:45:06.120 N, 95:28:18.840 W
214,BELLAIRE 9,214,29.7244,-95.4588, 29:43:27.840 N, 95:27:31.680 W
215,BELLAIRE 10,215,29.7234,-95.5072, 29:43:24.240 N, 95:30:25.920 W
216,BELLAIRE 11,216,29.6986,-95.5149, 29:41:54.960 N, 95:30:53.640 W
217,BELLAIRE 12,217,29.669,-95.4713, 29:40:08.400 N, 95:28:16.680 W
218,BELLAIRE 13,218,29.7135,-95.5271, 29:42:48.600 N, 95:31:37.560 W
219,BELLAIRE 14,219,29.7343,-95.4829, 29:44:03.480 N, 95:28:58.440 W
220,BELLAIRE 15,220,29.7131,-95.4398, 29:42:47.160 N, 95:26:23.280 W
221,BELLAIRE 16,221,29.7666,-95.4635, 29:45:59.760 N, 95:27:48.600 W
222,BELLAIRE 17,222,29.7147,-95.4105, 29:42:52.920 N, 95:24:37.800 W
223,BELLAIRE 18,223,29.6856,-95.4011, 29:41:08.160 N, 95:24:03.960 W
224,BELLAIRE 19,224,29.7068,-95.4854, 29:42:24.480 N, 95:29:07.440 W
225,ALVIN 1,225,29.4152,-95.2575, 29:24:54.720 N, 95:15:27.000 W
226,ALVIN 2,226,29.3875,-95.2158, 29:23:15.000 N, 95:12:56.880 W
227,MANVEL 1,227,29.458,-95.2976, 29:27:28.800 N, 95:17:51.360 W
228,MANVEL 2,228,29.4373,-95.3548, 29:26:14.280 N, 95:21:17.280 W
229,ALVIN 3,229,29.3693,-95.3351, 29:22:09.480 N, 95:20:06.360 W
230,LIVERPOOL 1,230,29.3108,-95.2699, 29:18:38.880 N, 95:16:11.640 W
231,ALVIN 4,231,29.3783,-95.2631, 29:22:41.880 N, 95:15:47.160 W
232,FRIENDSWOOD 1,232,29.4555,-95.2307, 29:27:19.800 N, 95:13:50.520 W
233,LIVERPOOL 2,233,29.2503,-95.2225, 29:15:01.080 N, 95:13:21.000 W
234,LIVERPOOL 3,234,29.3218,-95.3587, 29:19:18.480 N, 95:21:31.320 W
235,CONROE 1,235,30.3207,-95.4001, 30:19:14.520 N, 95:24:00.360 W
236,CONROE 2,236,30.3495,-95.428, 30:20:58.200 N, 95:25:40.800 W
237,CONROE 3,237,30.3176,-95.4891, 30:19:03.360 N, 95:29:20.760 W
238,CONROE 4,238,30.3351,-95.2915, 30:20:06.360 N, 95:17:29.400 W
239,CONROE 5,239,30.2751,-95.4458, 30:16:30.360 N, 95:26:44.880 W
240,CONROE 6,240,30.392,-95.3619, 30:23:31.200 N, 95:21:42.840 W
241,CONROE 7,241,30.4008,-95.3009, 30:24:02.880 N, 95:18:03.240 W
242,CONROE 8,242,30.2694,-95.3591, 30:16:09.840 N, 95:21:32.760 W
243,SPLENDORA 6,243,30.3066,-95.27, 30:18:23.760 N, 95:16:12.000 W
244,CONROE 9,244,30.3178,-95.4587, 30:19:04.080 N, 95:27:31.320 W
245,CONROE 10,245,30.3177,-95.4587, 30:19:03.720 N, 95:27:31.320 W
246,TOMBALL 1,246,30.1305,-95.5286, 30:07:49.800 N, 95:31:42.960 W
247,TOMBALL 2,247,30.1459,-95.5465, 30:08:45.240 N, 95:32:47.400 W
248,MAGNOLIA 1,248,30.1916,-95.5825, 30:11:29.760 N, 95:34:57.000 W
249,MAGNOLIA 2,249,30.1788,-95.6111, 30:10:43.680 N, 95:36:39.960 W
250,TOMBALL 3,250,30.1198,-95.5735, 30:07:11.280 N, 95:34:24.600 W
251,MAGNOLIA 3,251,30.2484,-95.5748, 30:14:54.240 N, 95:34:29.280 W
252,MAGNOLIA 4,252,30.2254,-95.5293, 30:13:31.440 N, 95:31:45.480 W
253,MAGNOLIA 5,253,30.222,-95.5877, 30:13:19.200 N, 95:35:15.720 W
254,CONROE 11,254,30.2374,-95.4965, 30:14:14.640 N, 95:29:47.400 W
255,CONROE 12,255,30.2042,-95.4868, 30:12:15.120 N, 95:29:12.480 W
256,TOMBALL 4,256,30.183,-95.5433, 30:10:58.800 N, 95:32:35.880 W
257,TOMBALL 5,257,30.1572,-95.5028, 30:09:25.920 N, 95:30:10.080 W
258,TOMBALL 6,258,30.1751,-95.4954, 30:10:30.360 N, 95:29:43.440 W
259,MAGNOLIA 6,259,30.2056,-95.5375, 30:12:20.160 N, 95:32:15.000 W
260,NEW WAVERLY 1,260,30.5615,-95.4099, 30:33:41.400 N, 95:24:35.640 W
261,WILLIS 1,261,30.5277,-95.5311, 30:31:39.720 N, 95:31:51.960 W
262,HIGHLANDS 1,262,29.7942,-95.0333, 29:47:39.120 N, 95:01:59.880 W
263,BAYTOWN 1,263,29.7737,-94.9777, 29:46:25.320 N, 94:58:39.720 W
264,BAYTOWN 2,264,29.7346,-95.0069, 29:44:04.560 N, 95:00:24.840 W
265,BAYTOWN 3,265,29.7517,-95.0003, 29:45:06.120 N, 95:00:01.080 W
266,BAYTOWN 4,266,29.7375,-94.9593, 29:44:15.000 N, 94:57:33.480 W
267,MONT BELVIEU 1,267,29.8452,-94.8782, 29:50:42.720 N, 94:52:41.520 W
268,MONT BELVIEU 2,268,29.8251,-94.8372, 29:49:30.360 N, 94:50:13.920 W
269,BAYTOWN 5,269,29.7845,-94.9174, 29:47:04.200 N, 94:55:02.640 W
270,HIGHLANDS 2,270,29.8206,-94.9885, 29:49:14.160 N, 94:59:18.600 W
271,BAYTOWN 6,271,29.7297,-94.8619, 29:43:46.920 N, 94:51:42.840 W
272,MONT BELVIEU 3,272,29.8838,-94.8041, 29:53:01.680 N, 94:48:14.760 W
273,WALLISVILLE 1,273,29.7932,-94.7495, 29:47:35.520 N, 94:44:58.200 W
274,BAYTOWN 7,274,29.781,-94.9402, 29:46:51.600 N, 94:56:24.720 W
275,BAYTOWN 8,275,29.7303,-94.9458, 29:43:49.080 N, 94:56:44.880 W
276,GALENA PARK 2,276,29.7694,-95.2303, 29:46:09.840 N, 95:13:49.080 W
277,CHANNELVIEW 1,277,29.7936,-95.1364, 29:47:36.960 N, 95:08:11.040 W
278,CHANNELVIEW 2,278,29.7664,-95.1107, 29:45:59.040 N, 95:06:38.520 W
279,GALENA PARK 3,279,29.7542,-95.2127, 29:45:15.120 N, 95:12:45.720 W
280,CHANNELVIEW 3,280,29.7858,-95.1775, 29:47:08.880 N, 95:10:39.000 W
281,CHANNELVIEW 4,281,29.772,-95.1631, 29:46:19.200 N, 95:09:47.160 W
282,CHANNELVIEW 5,282,29.8047,-95.1217, 29:48:16.920 N, 95:07:18.120 W
283,CHANNELVIEW 6,283,29.8543,-95.1977, 29:51:15.480 N, 95:11:51.720 W
284,CHANNELVIEW 7,284,29.842,-95.1801, 29:50:31.200 N, 95:10:48.360 W
285,CHANNELVIEW 8,285,29.8154,-95.17, 29:48:55.440 N, 95:10:12.000 W
286,GALENA PARK 4,286,29.7963,-95.2648, 29:47:46.680 N, 95:15:53.280 W
287,GALENA PARK 5,287,29.745,-95.1721, 29:44:42.000 N, 95:10:19.560 W
288,GALENA PARK 6,288,29.8024,-95.2252, 29:48:08.640 N, 95:13:30.720 W
289,CHANNELVIEW 9,289,29.8061,-95.1953, 29:48:21.960 N, 95:11:43.080 W
290,CHANNELVIEW 10,290,29.7569,-95.124, 29:45:24.840 N, 95:07:26.400 W
291,CHANNELVIEW 11,291,29.7637,-95.1026, 29:45:49.320 N, 95:06:09.360 W
292,GALENA PARK 7,292,29.7753,-95.2607, 29:46:31.080 N, 95:15:38.520 W
293,WEBSTER 1,293,29.5703,-95.1227, 29:34:13.080 N, 95:07:21.720 W
294,WEBSTER 2,294,29.5476,-95.0948, 29:32:51.360 N, 95:05:41.280 W
295,WEBSTER 3,295,29.5688,-95.1124, 29:34:07.680 N, 95:06:44.640 W
296,KEMAH 1,296,29.5306,-95.0307, 29:31:50.160 N, 95:01:50.520 W
297,SEABROOK 1,297,29.577,-95.0423, 29:34:37.200 N, 95:02:32.280 W
298,WEBSTER 4,298,29.5364,-95.1231, 29:32:11.040 N, 95:07:23.160 W
299,KEMAH 2,299,29.508,-95.0208, 29:30:28.800 N, 95:01:14.880 W
300,WEBSTER 5,300,29.5664,-95.1382, 29:33:59.040 N, 95:08:17.520 W
301,LEAGUE CITY 1,301,29.4972,-95.1242, 29:29:49.920 N, 95:07:27.120 W
302,SEABROOK 2,302,29.5748,-95.0184, 29:34:29.280 N, 95:01:06.240 W
303,FRIENDSWOOD 2,303,29.4937,-95.1565, 29:29:37.320 N, 95:09:23.400 W
304,LEAGUE CITY 2,304,29.479,-95.1268, 29:28:44.400 N, 95:07:36.480 W
305,LEAGUE CITY 3,305,29.4711,-95.0763, 29:28:15.960 N, 95:04:34.680 W
306,KEMAH 3,306,29.5385,-95.0653, 29:32:18.600 N, 95:03:55.080 W
