BusNum,BusNum:1,LineCircuit,LineStatus,LineR,LineX,LineC,LineG,LineAMVA,LineAMVA:1,LineAMVA:2,LineAMVA:3,LineAMVA:4,LineAMVA:5,LineAMVA:6,LineAMVA:7,LineAMVA:8,LineAMVA:9,LineAMVA:10,LineAMVA:11,LineAMVA:12,LineAMVA:13,LineAMVA:14,LineShuntMW,LineShuntMW:1,LineShuntMVR,LineShuntMVR:1,LineTap,LinePhase,SeriesCapStatus,NormLineStatus,LineIsSeriesCap,LineMeter,LSName,LineMonEle,LPOPFConstraint,TimeDomainSelected,LineLPEnforceMVAEquality,LineLength,XfrmerMagnetizingG,XfrmerMagnetizingB,BranchDeviceType,PVMonBranchMW,PVMonBranchMVR,PVMonBranchMVA,BranchMonPTDF,MonBranchPLoss,MonBranchQLoss,PVMonXfmrTap,PVMonXFRegVal,PVMonXFTapPos,PVMonXFRegErr,OwnerNum,OwnPercent,CustomFloat
110010,110012,1,Closed,0,0.01,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NO,Closed,NO ,From,Default,YES,No,NO ,NO ,0,0,0,Transformer,NO,NO,NO,NO,NO ,NO ,NO ,NO ,NO ,NO ,1,100,0
110011,110012,1,Closed,0,0.01,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NO,Closed,NO ,From,Default,YES,No,NO ,NO ,0,0,0,Transformer,NO,NO,NO,NO,NO ,NO ,NO ,NO ,NO ,NO ,1,100,0
110013,110016,1,Closed,0.00117,0.03378,0,0,274.7,274.7,274.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NO,Closed,NO ,From,Default,YES,No,NO ,NO ,0,0,0,Transformer,NO,NO,NO,NO,NO ,NO ,NO ,NO ,NO ,NO ,1,100,-14.471821
110123,110013,1,Closed,0.00296,0.01839,0.01142,0,278.3,278.3,278.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NO,Closed,NO ,From,Default,YES,No,NO ,NO ,6.5124,,,Line,NO,NO,NO,NO,NO ,NO ,NO ,NO,NO,NO,1,100,12.545496
110132,110013,1,Closed,0.00407,0.02626,0.00541,0,289.9,289.9,289.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NO,Closed,NO ,From,Default,YES,No,NO ,NO ,5.2365,,,Line,NO,NO,NO,NO,NO ,NO ,NO ,NO,NO,NO,1,100,-27.017351
110014,110016,1,Closed,0,0.01,0,0,36.5,36.5,36.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NO,Closed,NO ,From,Default,YES,No,NO ,NO ,0,0,0,Transformer,NO,NO,NO,NO,NO ,NO ,NO ,NO ,NO ,NO ,1,100,0
110015,110016,1,Closed,0,0.01,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NO,Closed,NO ,From,Default,YES,No,NO ,NO ,0,0,0,Transformer,NO,NO,NO,NO,NO ,NO ,NO ,NO ,NO ,NO ,1,100,0
110017,110020,1,Closed,0.00094,0.03327,0,0,273.2,273.2,273.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NO,Closed,NO ,From,Default,YES,No,NO ,NO ,0,0,0,Transformer,NO,NO,NO,NO,NO ,NO ,NO ,NO ,NO ,NO ,1,100,-6.588275
110017,110137,1,Closed,0.00318,0.01804,0.11729,0,243.3,243.3,243.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NO,Closed,NO ,From,Default,YES,No,NO ,NO ,20.9032,,,Line,NO,NO,NO,NO,NO ,NO ,NO ,NO,NO,NO,1,100,4.05945
110017,110157,1,Closed,0.00337,0.0234,0.01262,0,269.9,269.9,269.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NO,Closed,NO ,From,Default,YES,No,NO ,NO ,8.061,,,Line,NO,NO,NO,NO,NO ,NO ,NO ,NO,NO,NO,1,100,-17.933205
110017,111409,1,Closed,0.00755,0.0389,0.01115,0,234.6,234.6,234.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NO,Closed,NO ,From,Default,YES,No,NO ,NO ,8.9089,,,Line,NO,NO,NO,NO,NO ,NO ,NO ,NO,NO,NO,1,100,20.462044
110018,110020,1,Closed,0,0.01,0,0,33.8,33.8,33.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NO,Closed,NO ,From,Default,YES,No,NO ,NO ,0,0,0,Transformer,NO,NO,NO,NO,NO ,NO ,NO ,NO ,NO ,NO ,1,100,0
110019,110020,1,Closed,0,0.01,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NO,Closed,NO ,From,Default,YES,No,NO ,NO ,0,0,0,Transformer,NO,NO,NO,NO,NO ,NO ,NO ,NO ,NO ,NO ,1,100,0
110021,110024,1,Closed,0.00195,0.04935,0,0,242.9,242.9,242.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NO,Closed,NO ,From,Default,YES,No,NO ,NO ,0,0,0,Transformer,NO,NO,NO,NO,NO ,NO ,NO ,NO ,NO ,NO ,1,100,1.071919
110021,110053,1,Closed,0.00461,0.02688,0.0213,0,242.2,242.2,242.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NO,Closed,NO ,From,Default,YES,No,NO ,NO ,10.1601,,,Line,NO,NO,NO,NO,NO ,NO ,NO ,NO,NO,NO,1,100,-25.709011
110021,110134,1,Closed,0.00377,0.02279,0.00653,0,238.7,238.7,238.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NO,Closed,NO ,From,Default,YES,No,NO ,NO ,5.6732,,,Line,NO,NO,NO,NO,NO ,NO ,NO ,NO,NO,NO,1,100,24.637087
110022,110024,1,Closed,0,0.01,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NO,Closed,NO ,From,Default,YES,No,NO ,NO ,0,0,0,Transformer,NO,NO,NO,NO,NO ,NO ,NO ,NO ,NO ,NO ,1,100,0
110023,110024,1,Closed,0,0.01,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NO,Closed,NO ,From,Default,YES,No,NO ,NO ,0,0,0,Transformer,NO,NO,NO,NO,NO ,NO ,NO ,NO ,NO ,NO ,1,100,0
110025,110028,1,Closed,0.00151,0.04917,0,0,242.8,242.8,242.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NO,Closed,NO ,From,Default,YES,No,NO ,NO ,0,0,0,Transformer,NO,NO,NO,NO,NO ,NO ,NO ,NO ,NO ,NO ,1,100,-1.258638
110025,110061,1,Closed,0.00302,0.01829,0.01171,0,208.1,208.1,208.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NO,Closed,NO ,From,Default,YES,No,NO ,NO ,6.213,,,Line,NO,NO,NO,NO,NO ,NO ,NO ,NO,NO,NO,1,100,-13.485384
110134,110025,1,Closed,0.00295,0.01943,0.01011,0,219.6,219.6,219.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NO,Closed,NO ,From,Default,YES,No,NO ,NO ,6.4102,,,Line,NO,NO,NO,NO,NO ,NO ,NO ,NO,NO,NO,1,100,-14.744027
110026,110028,1,Closed,0,0.01,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NO,Closed,NO ,From,Default,YES,No,NO ,NO ,0,0,0,Transformer,NO,NO,NO,NO,NO ,NO ,NO ,NO ,NO ,NO ,1,100,0
110027,110028,1,Closed,0,0.01,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NO,Closed,NO ,From,Default,YES,No,NO ,NO ,0,0,0,Transformer,NO,NO,NO,NO,NO ,NO ,NO ,NO ,NO ,NO ,1,100,0
110029,110032,1,Closed,0.00228,0.05634,0,0,271.1,271.1,271.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NO,Closed,NO ,From,Default,YES,No,NO ,NO ,0,0,0,Transformer,NO,NO,NO,NO,NO ,NO ,NO ,NO ,NO ,NO ,1,100,-17.04278
110073,110029,1,Closed,0.00574,0.02779,0.02677,0,301.8,301.8,301.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NO,Closed,NO ,From,Default,YES,No,NO ,NO ,12.7902,,,Line,NO,NO,NO,NO,NO ,NO ,NO ,NO,NO,NO,1,100,19.881552
110029,111363,1,Closed,0.0041,0.01872,0.00734,0,295.9,295.9,295.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NO,Closed,NO ,From,Default,YES,No,NO ,NO ,5.6283,,,Line,NO,NO,NO,NO,NO ,NO ,NO ,NO,NO,NO,1,100,36.924435
110030,110032,1,Closed,0,0.01,0,0,23.3,23.3,23.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NO,Closed,NO ,From,Default,YES,No,NO ,NO ,0,0,0,Transformer,NO,NO,NO,NO,NO ,NO ,NO ,NO ,NO ,NO ,1,100,0
110031,110032,1,Closed,0,0.01,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NO,Closed,NO ,From,Default,YES,No,NO ,NO ,0,0,0,Transformer,NO,NO,NO,NO,NO ,NO ,NO ,NO ,NO ,NO ,1,100,0
110033,110036,1,Closed,0.00213,0.05803,0,0,271,271,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NO,Closed,NO ,From,Default,YES,No,NO ,NO ,0,0,0,Transformer,NO,NO,NO,NO,NO ,NO ,NO ,NO ,NO ,NO ,1,100,2.652678
110121,110033,1,Closed,0.00661,0.04155,0.01919,0,296.2,296.2,296.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NO,Closed,NO ,From,Default,YES,No,NO ,NO ,12.9154,,,Line,NO,NO,NO,NO,NO ,NO ,NO ,NO,NO,NO,1,100,36.123638
110033,110719,1,Closed,0.0109,0.06874,0.148,0,292,292,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NO,Closed,NO ,From,Default,YES,No,NO ,NO ,42.628,,,Line,NO,NO,NO,NO,NO ,NO ,NO ,NO,NO,NO,1,100,33.470951
110034,110036,1,Closed,0,0.01,0,0,23,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NO,Closed,NO ,From,Default,YES,No,NO ,NO ,0,0,0,Transformer,NO,NO,NO,NO,NO ,NO ,NO ,NO ,NO ,NO ,1,100,0
110035,110036,1,Closed,0,0.01,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NO,Closed,NO ,From,Default,YES,No,NO ,NO ,0,0,0,Transformer,NO,NO,NO,NO,NO ,NO ,NO ,NO ,NO ,NO ,1,100,0
110037,110040,1,Closed,0.00183,0.0594,0,0,242.1,242.1,242.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NO,Closed,NO ,From,Default,YES,No,NO ,NO ,0,0,0,Transformer,NO,NO,NO,NO,NO ,NO ,NO ,NO ,NO ,NO ,1,100,25.055901
110037,110118,1,Closed,0.00252,0.01403,0.00701,0,277.1,277.1,277.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NO,Closed,NO ,From,Default,YES,No,NO ,NO ,4.7256,,,Line,NO,NO,NO,NO,NO ,NO ,NO ,NO,NO,NO,1,100,48.224209
110124,110037,1,Closed,0.00349,0.01674,0.0138,0,278.8,278.8,278.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NO,Closed,NO ,From,Default,YES,No,NO ,NO ,6.6562,,,Line,NO,NO,NO,NO,NO ,NO ,NO ,NO,NO,NO,1,100,38.928947
110037,230007,1,Closed,0.00354,0.01472,0.09579,0,279.4,279.4,279.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NO,Closed,NO ,From,Default,YES,No,NO ,NO ,17.051,,,Line,NO,NO,NO,NO,NO ,NO ,NO ,NO,NO,NO,1,100,-34.351273
110038,110040,1,Closed,0,0.01,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NO,Closed,NO ,From,Default,YES,No,NO ,NO ,0,0,0,Transformer,NO,NO,NO,NO,NO ,NO ,NO ,NO ,NO ,NO ,1,100,0
110039,110040,1,Closed,0,0.01,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NO,Closed,NO ,From,Default,YES,No,NO ,NO ,0,0,0,Transformer,NO,NO,NO,NO,NO ,NO ,NO ,NO ,NO ,NO ,1,100,0
110041,110044,1,Closed,0.00159,0.0418,0,0,241.5,241.5,241.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NO,Closed,NO ,From,Default,YES,No,NO ,NO ,0,0,0,Transformer,NO,NO,NO,NO,NO ,NO ,NO ,NO ,NO ,NO ,1,100,7.553339
110041,110061,1,Closed,0.00523,0.03641,0.012,0,210.5,210.5,210.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NO,Closed,NO ,From,Default,YES,No,NO ,NO ,9.7631,,,Line,NO,NO,NO,NO,NO ,NO ,NO ,NO,NO,NO,1,100,14.812165
110042,110044,1,Closed,0,0.01,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NO,Closed,NO ,From,Default,YES,No,NO ,NO ,0,0,0,Transformer,NO,NO,NO,NO,NO ,NO ,NO ,NO ,NO ,NO ,1,100,0
110043,110044,1,Closed,0,0.01,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NO,Closed,NO ,From,Default,YES,No,NO ,NO ,0,0,0,Transformer,NO,NO,NO,NO,NO ,NO ,NO ,NO ,NO ,NO ,1,100,0
110045,110048,1,Closed,0.00204,0.06034,0,0,241.1,241.1,241.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NO,Closed,NO ,From,Default,YES,No,NO ,NO ,0,0,0,Transformer,NO,NO,NO,NO,NO ,NO ,NO ,NO ,NO ,NO ,1,100,-9.692477
110053,110045,1,Closed,0.00429,0.02769,0.02259,0,286.3,286.3,286.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NO,Closed,NO ,From,Default,YES,No,NO ,NO ,10.5053,,,Line,NO,NO,NO,NO,NO ,NO ,NO ,NO,NO,NO,1,100,1.212666
110045,110057,1,Closed,0.00533,0.0283,0.04685,0,270.9,270.9,270.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NO,Closed,NO ,From,Default,YES,No,NO ,NO ,17.4498,,,Line,NO,NO,NO,NO,NO ,NO ,NO ,NO,NO,NO,1,100,5.140032
110045,110118,1,Closed,0.00384,0.01623,0.10106,0,302.3,302.3,302.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NO,Closed,NO ,From,Default,YES,No,NO ,NO ,18.8001,,,Line,NO,NO,NO,NO,NO ,NO ,NO ,NO,NO,NO,1,100,2.882581
110045,110118,2,Closed,0.00384,0.01623,0.10106,0,302.3,302.3,302.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NO,Closed,NO ,From,Default,YES,No,NO ,NO ,18.8001,,,Line,NO,NO,NO,NO,NO ,NO ,NO ,NO,NO,NO,1,100,2.882581
110046,110048,1,Closed,0,0.01,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NO,Closed,NO ,From,Default,YES,No,NO ,NO ,0,0,0,Transformer,NO,NO,NO,NO,NO ,NO ,NO ,NO ,NO ,NO ,1,100,0
110047,110048,1,Closed,0,0.01,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NO,Closed,NO ,From,Default,YES,No,NO ,NO ,0,0,0,Transformer,NO,NO,NO,NO,NO ,NO ,NO ,NO ,NO ,NO ,1,100,0
110049,110052,1,Closed,0.0016,0.04137,0,0,240.5,240.5,240.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NO,Closed,NO ,From,Default,YES,No,NO ,NO ,0,0,0,Transformer,NO,NO,NO,NO,NO ,NO ,NO ,NO ,NO ,NO ,1,100,-2.966905
110049,110053,1,Closed,0.00483,0.02832,0.01236,0,267.1,267.1,267.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NO,Closed,NO ,From,Default,YES,No,NO ,NO ,7.9918,,,Line,NO,NO,NO,NO,NO ,NO ,NO ,NO,NO,NO,1,100,-13.466198
110049,110057,1,Closed,0.00675,0.03847,0.01338,0,287.3,287.3,287.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NO,Closed,NO ,From,Default,YES,No,NO ,NO ,10.8551,,,Line,NO,NO,NO,NO,NO ,NO ,NO ,NO,NO,NO,1,100,-4.77365
110049,110077,1,Closed,0.01119,0.05297,0.03385,0,270.1,270.1,270.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NO,Closed,NO ,From,Default,YES,No,NO ,NO ,19.8137,,,Line,NO,NO,NO,NO,NO ,NO ,NO ,NO,NO,NO,1,100,25.303671
110133,110049,1,Closed,0.00196,0.01009,0.00122,0,336.6,336.6,336.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NO,Closed,NO ,From,Default,YES,No,NO ,NO ,1.6916,,,Line,NO,NO,NO,NO,NO ,NO ,NO ,NO,NO,NO,1,100,4.096918
110050,110052,1,Closed,0,0.01,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NO,Closed,NO ,From,Default,YES,No,NO ,NO ,0,0,0,Transformer,NO,NO,NO,NO,NO ,NO ,NO ,NO ,NO ,NO ,1,100,0
110051,110052,1,Closed,0,0.01,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NO,Closed,NO ,From,Default,YES,No,NO ,NO ,0,0,0,Transformer,NO,NO,NO,NO,NO ,NO ,NO ,NO ,NO ,NO ,1,100,0
110053,110056,1,Closed,0.00089,0.03289,0,0,238.6,238.6,238.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NO,Closed,NO ,From,Default,YES,No,NO ,NO ,0,0,0,Transformer,NO,NO,NO,NO,NO ,NO ,NO ,NO ,NO ,NO ,1,100,-24.462559
110053,160133,1,Closed,0.01732,0.08203,0.03836,0,275.3,275.3,275.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NO,Closed,NO ,From,Default,YES,No,NO ,NO ,23.8033,,,Line,NO,NO,NO,NO,NO ,NO ,NO ,NO,NO,NO,1,100,-15.925263
110054,110056,1,Closed,0,0.01,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NO,Closed,NO ,From,Default,YES,No,NO ,NO ,0,0,0,Transformer,NO,NO,NO,NO,NO ,NO ,NO ,NO ,NO ,NO ,1,100,0
110055,110056,1,Closed,0,0.01,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NO,Closed,NO ,From,Default,YES,No,NO ,NO ,0,0,0,Transformer,NO,NO,NO,NO,NO ,NO ,NO ,NO ,NO ,NO ,1,100,0
110057,110060,1,Closed,0.00304,0.07351,0,0,238.1,238.1,238.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NO,Closed,NO ,From,Default,YES,No,NO ,NO ,0,0,0,Transformer,NO,NO,NO,NO,NO ,NO ,NO ,NO ,NO ,NO ,1,100,0.366377
110058,110060,1,Closed,0,0.01,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NO,Closed,NO ,From,Default,YES,No,NO ,NO ,0,0,0,Transformer,NO,NO,NO,NO,NO ,NO ,NO ,NO ,NO ,NO ,1,100,0
110059,110060,1,Closed,0,0.01,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NO,Closed,NO ,From,Default,YES,No,NO ,NO ,0,0,0,Transformer,NO,NO,NO,NO,NO ,NO ,NO ,NO ,NO ,NO ,1,100,0
110061,110064,1,Closed,0.00133,0.04024,0,0,237.4,237.4,237.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NO,Closed,NO ,From,Default,YES,No,NO ,NO ,0,0,0,Transformer,NO,NO,NO,NO,NO ,NO ,NO ,NO ,NO ,NO ,1,100,1.326777
110062,110064,1,Closed,0,0.01,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NO,Closed,NO ,From,Default,YES,No,NO ,NO ,0,0,0,Transformer,NO,NO,NO,NO,NO ,NO ,NO ,NO ,NO ,NO ,1,100,0
