BusNum BusName BusNomVolt BusSlack BusB:1 BusG:1 BusPUVolt BusAngle DCLossMultiplier AreaNum ZoneNum BANumber OwnerNum SubNum Latitude:1 Longitude:1 BusMonEle LSName BusVoltLim BusVoltLimLow:1 BusVoltLimLow:2 BusVoltLimLow:3 BusVoltLimLow:4 BusVoltLimHigh:1 BusVoltLimHigh:2 BusVoltLimHigh:3 BusVoltLimHigh:4 Latitude Longitude TopologyBusType Priority EMSType EMSDeviceID DataMaintainerAssign AllLabels GICConductance
  1016 "GARDEN CITY 0" 115.00000000000000000000 "NO " 0.00000000000000000000 0.00000000000000000000 1.01740691181242204000 -15.48544783735409600000 1.00000000000000000000      1      9      1      1 12    31.763075  -101.501775 "YES" "Default" "NO " "" "" "" "" "" "" "" "" "" "" "BusbarSection" 0 "" "" "" "" ""
  1017 "ODESSA 4 0"   115.00000000000000000000 "NO " 0.00000000000000000000 0.00000000000000000000 0.98167340362557242700 -21.42622154469818340000 1.00000000000000000000      1      9      1      1 13    31.725171  -102.413607 "YES" "Default" "NO " "" "" "" "" "" "" "" "" "" "" "BusbarSection" 0 "" "" "" "" ""
  1018 "NOTREES 0"    115.00000000000000000000 "NO " 0.00000000000000000000 0.00000000000000000000 0.99114688297583819500 -20.21614828579245680000 1.00000000000000000000      1      9      1      1 14    31.799171  -102.632933 "YES" "Default" "NO " "" "" "" "" "" "" "" "" "" "" "BusbarSection" 0 "" "" "" "" ""
  1019 "MIDLAND 4 0"  115.00000000000000000000 "NO " 0.00000000000000000000 0.00000000000000000000 0.99949185028066356300 -22.32041692866927460000 1.00000000000000000000      1      9      1      1 15    31.979427  -102.132366 "YES" "Default" "NO " "" "" "" "" "" "" "" "" "" "" "BusbarSection" 0 "" "" "" "" ""
  1020 "BIG SPRING 1 0" 115.00000000000000000000 "NO " 0.00000000000000000000 0.00000000000000000000 1.01999998092646238000 -15.23006375830309270000 1.00000000000000000000      1      9      1      1 16    31.992500  -101.116700 "YES" "Default" "NO " "" "" "" "" "" "" "" "" "" "" "BusbarSection" 0 "" "" "" "" ""
  1021 "BIG SPRING 1 1" 13.80000019073486330000 "NO " 0.00000000000000000000 0.00000000000000000000 0.99999999999995148300 -8.60676051004582376000 1.00000000000000000000      1      9      1      1 16    31.992500  -101.116700 "YES" "Default" "NO " "" "" "" "" "" "" "" "" "" "" "BusbarSection" 0 "" "" "" "" ""
  1022 "O DONNELL 2 0" 115.00000000000000000000 "NO " 0.00000000000000000000 0.00000000000000000000 1.01242309343688963000 -16.20469253974223280000 1.00000000000000000000      1      9      1      1 17    32.929014  -101.578617 "YES" "Default" "NO " "" "" "" "" "" "" "" "" "" "" "BusbarSection" 0 "" "" "" "" ""
  1023 "O DONNELL 2 1" 13.80000019073486330000 "NO " 0.00000000000000000000 0.00000000000000000000 1.00999999046368338000 -7.30039282889317231000 1.00000000000000000000      1      9      1      1 17    32.929014  -101.578617 "YES" "Default" "NO " "" "" "" "" "" "" "" "" "" "" "BusbarSection" 0 "" "" "" "" ""
  1024 "ODESSA 6 0"   115.00000000000000000000 "NO " 0.00000000000000000000 0.00000000000000000000 0.99449505083358191700 -19.20024930992762790000 1.00000000000000000000      1      9      1      1 18    31.969312  -102.630882 "YES" "Default" "NO " "" "" "" "" "" "" "" "" "" "" "BusbarSection" 0 "" "" "" "" ""
  1025 "BIG SPRINGS 0" 115.00000000000000000000 "NO " 0.00000000000000000000 0.00000000000000000000 1.01628834798216072000 -14.17040581234125800000 1.00000000000000000000      1      9      1      1 19    32.039000  -101.220000 "YES" "Default" "NO " "" "" "" "" "" "" "" "" "" "" "BusbarSection" 0 "" "" "" "" ""
  1026 "BIG SPRINGS 1" 13.80000019073486330000 "NO " 0.00000000000000000000 0.00000000000000000000 0.99999999999994515500 -4.64146229828441736000 1.00000000000000000000      1      9      1      1 19    32.039000  -101.220000 "YES" "Default" "NO " "" "" "" "" "" "" "" "" "" "" "BusbarSection" 0 "" "" "" "" ""
  1027 "MIDLAND 2 0"  115.00000000000000000000 "NO " 0.00000000000000000000 0.00000000000000000000 1.00530464271394804000 -25.83333596782225070000 1.00000000000000000000      1      9      1      1 20    32.321673  -102.042298 "YES" "Default" "NO " "" "" "" "" "" "" "" "" "" "" "BusbarSection" 0 "" "" "" "" ""
  1028 "COAHOMA 0"    115.00000000000000000000 "NO " 0.00000000000000000000 0.00000000000000000000 1.01541593876121405000 -17.71713648513150830000 1.00000000000000000000      1      9      1      1 21    32.879511  -101.246784 "YES" "Default" "NO " "" "" "" "" "" "" "" "" "" "" "BusbarSection" 0 "" "" "" "" ""
  1029 "MIDLAND 3 0"  115.00000000000000000000 "NO " 0.00000000000000000000 0.00000000000000000000 1.00241740792417255000 -24.85888757436625700000 1.00000000000000000000      1      9      1      1 22    31.992384  -102.081464 "YES" "Default" "NO " "" "" "" "" "" "" "" "" "" "" "BusbarSection" 0 "" "" "" "" ""
  1030 "ALPINE 0"     115.00000000000000000000 "NO " 0.00000000000000000000 0.00000000000000000000 1.01222979836152183000 -13.41143038675702750000 1.00000000000000000000      1      9      1      1 23    29.802094  -103.222360 "YES" "Default" "NO " "" "" "" "" "" "" "" "" "" "" "BusbarSection" 0 "" "" "" "" ""
  1031 "FORT DAVIS 0" 115.00000000000000000000 "NO " 0.00000000000000000000 0.00000000000000000000 1.01218883755745503000 -17.67225828071563850000 1.00000000000000000000      1      9      1      1 24    31.004969  -103.759065 "YES" "Default" "NO " "" "" "" "" "" "" "" "" "" "" "BusbarSection" 0 "" "" "" "" ""
  1032 "MCCAMEY 1 0"  115.00000000000000000000 "NO " 0.00000000000000000000 0.00000000000000000000 1.00065834578732060000 -12.28047073411836900000 1.00000000000000000000      1      9      1      1 25    31.209200  -102.241700 "YES" "Default" "NO " "" "" "" "" "" "" "" "" "" "" "BusbarSection" 0 "" "" "" "" ""
  1033 "MCCAMEY 1 1"  230.00000000000000000000 "NO " 0.00000000000000000000 0.00000000000000000000 1.01675417891030229000 -16.89851460575155070000 1.00000000000000000000      1      9      1      1 25    31.209200  -102.241700 "YES" "Default" "NO " "" "" "" "" "" "" "" "" "" "" "BusbarSection" 0 "" "" "" ""   174.052177
  1034 "BIG SPRING 4 0" 115.00000000000000000000 "NO " 0.00000000000000000000 0.00000000000000000000 1.00453450184529181000 -14.32034868860539230000 1.00000000000000000000      1      9      1      1 26    31.991442  -101.302637 "YES" "Default" "NO " "" "" "" "" "" "" "" "" "" "" "BusbarSection" 0 "" "" "" "" ""
  1035 "BIG SPRING 4 1" 13.80000019073486330000 "NO " 0.00000000000000000000 0.00000000000000000000 0.99999999999995969900 -11.03041588151463340000 1.00000000000000000000      1      9      1      1 26    31.991442  -101.302637 "YES" "Default" "NO " "" "" "" "" "" "" "" "" "" "" "BusbarSection" 0 "" "" "" "" ""
  1036 "CRANE 0"      115.00000000000000000000 "NO " 0.00000000000000000000 0.00000000000000000000 0.99762475372197223500 -12.52697174687279080000 1.00000000000000000000      1      9      1      1 27    31.186888  -102.596253 "YES" "Default" "NO " "" "" "" "" "" "" "" "" "" "" "BusbarSection" 0 "" "" "" "" ""
  1037 "ODESSA 5 0"   115.00000000000000000000 "NO " 0.00000000000000000000 0.00000000000000000000 0.97450436870216417000 -22.54480019463488820000 1.00000000000000000000      1      9      1      1 28    31.799158  -102.474090 "YES" "Default" "NO " "" "" "" "" "" "" "" "" "" "" "BusbarSection" 0 "" "" "" "" ""
  1038 "FORT STOCKTON 1 0" 115.00000000000000000000 "NO " 0.00000000000000000000 0.00000000000000000000 1.01656736296445649000 -7.64660696425374997000 1.00000000000000000000      1      9      1      1 29    30.772575  -102.505808 "YES" "Default" "NO " "" "" "" "" "" "" "" "" "" "" "BusbarSection" 0 "" "" "" "" ""
  1039 "FORT STOCKTON 1 1" 22.00000000000000000000 "NO " 0.00000000000000000000 0.00000000000000000000 0.99999999999995170500 -2.26305174543629173000 1.00000000000000000000      1      9      1      1 29    30.772575  -102.505808 "YES" "Default" "NO " "" "" "" "" "" "" "" "" "" "" "BusbarSection" 0 "" "" "" "" ""
  1040 "ANDREWS 0"    115.00000000000000000000 "NO " 0.00000000000000000000 0.00000000000000000000 0.99401453168592268600 -20.48004054206764120000 1.00000000000000000000      1      9      1      1 30    32.335729  -102.697303 "YES" "Default" "NO " "" "" "" "" "" "" "" "" "" "" "BusbarSection" 0 "" "" "" "" ""
  1041 "FORSAN 0"     115.00000000000000000000 "NO " 0.00000000000000000000 0.00000000000000000000 1.00177461528576828000 -15.10750377108633740000 1.00000000000000000000      1      9      1      1 31    32.140800  -101.398600 "YES" "Default" "NO " "" "" "" "" "" "" "" "" "" "" "BusbarSection" 0 "" "" "" "" ""
  1042 "FORSAN 1"     13.80000019073486330000 "NO " 0.00000000000000000000 0.00000000000000000000 1.00177461528576828000 -15.10750377108633740000 1.00000000000000000000      1      9      1      1 31    32.140800  -101.398600 "YES" "Default" "NO " "" "" "" "" "" "" "" "" "" "" "BusbarSection" 0 "" "" "" "" ""
  1043 "FORSAN 2"     13.80000019073486330000 "NO " 0.00000000000000000000 0.00000000000000000000 0.99999999999994437800 -11.86417658059141540000 1.00000000000000000000      1      9      1      1 31    32.140800  -101.398600 "YES" "Default" "NO " "" "" "" "" "" "" "" "" "" "" "BusbarSection" 0 "" "" "" "" ""
  1044 "BIG LAKE 0"   115.00000000000000000000 "NO " 0.00000000000000000000 0.00000000000000000000 1.00675545543253953000 -25.96388102614127290000 1.00000000000000000000      1      9      1      1 32    31.272551  -101.172783 "YES" "Default" "NO " "" "" "" "" "" "" "" "" "" "" "BusbarSection" 0 "" "" "" "" ""
  1045 "MIDLAND 5 0"  115.00000000000000000000 "NO " 0.00000000000000000000 0.00000000000000000000 0.97742546941832642000 -24.44755584738052790000 1.00000000000000000000      1      9      1      1 33    32.053604  -102.201660 "YES" "Default" "NO " "" "" "" "" "" "" "" "" "" "" "BusbarSection" 0 "" "" "" "" ""
  1046 "OZONA 0"      115.00000000000000000000 "NO " 0.00000000000000000000 0.00000000000000000000 1.01763437360491604000 -22.49139645259308650000 1.00000000000000000000      1      9      1      1 34    30.575618  -101.331239 "YES" "Default" "NO " "" "" "" "" "" "" "" "" "" "" "BusbarSection" 0 "" "" "" "" ""
  1047 "MONAHANS 1 0" 115.00000000000000000000 "NO " 0.00000000000000000000 0.00000000000000000000 1.00525077815853159000 -13.35005009376205190000 1.00000000000000000000      1      9      1      1 35    31.583900  -102.963300 "YES" "Default" "NO " "" "" "" "" "" "" "" "" "" "" "BusbarSection" 0 "" "" "" "" ""
  1048 "MONAHANS 1 1" 18.00000000000000000000 "NO " 0.00000000000000000000 0.00000000000000000000 1.00525077815853159000 -13.35005009376205190000 1.00000000000000000000      1      9      1      1 35    31.583900  -102.963300 "YES" "Default" "NO " "" "" "" "" "" "" "" "" "" "" "BusbarSection" 0 "" "" "" "" ""
  1049 "MONAHANS 1 2" 18.00000000000000000000 "NO " 0.00000000000000000000 0.00000000000000000000 1.00525077815853159000 -13.35005009376205190000 1.00000000000000000000      1      9      1      1 35    31.583900  -102.963300 "YES" "Default" "NO " "" "" "" "" "" "" "" "" "" "" "BusbarSection" 0 "" "" "" "" ""
  1050 "MONAHANS 1 3" 18.00000000000000000000 "NO " 0.00000000000000000000 0.00000000000000000000 0.99999999999993416400 -8.28478898518497964000 1.00000000000000000000      1      9      1      1 35    31.583900  -102.963300 "YES" "Default" "NO " "" "" "" "" "" "" "" "" "" "" "BusbarSection" 0 "" "" "" "" ""
  1051 "MONAHANS 1 4" 18.00000000000000000000 "NO " 0.00000000000000000000 0.00000000000000000000 0.99999999999993849400 -6.80738886178231795000 1.00000000000000000000      1      9      1      1 35    31.583900  -102.963300 "YES" "Default" "NO " "" "" "" "" "" "" "" "" "" "" "BusbarSection" 0 "" "" "" "" ""
  1052 "MONAHANS 1 5" 18.00000000000000000000 "NO " 0.00000000000000000000 0.00000000000000000000 0.99999999999993449700 -9.13436926145748629000 1.00000000000000000000      1      9      1      1 35    31.583900  -102.963300 "YES" "Default" "NO " "" "" "" "" "" "" "" "" "" "" "BusbarSection" 0 "" "" "" "" ""
  1053 "MONAHANS 1 6" 230.00000000000000000000 "NO " 0.00000000000000000000 0.00000000000000000000 1.01740888169163468000 -17.33615953863843020000 1.00000000000000000000      1      9      1      1 35    31.583900  -102.963300 "YES" "Default" "NO " "" "" "" "" "" "" "" "" "" "" "BusbarSection" 0 "" "" "" "" ""
  1054 "STANTON 0"    115.00000000000000000000 "NO " 0.00000000000000000000 0.00000000000000000000 1.00368437807723132000 -22.29233143458989370000 1.00000000000000000000      1      9      1      1 36    32.489818  -101.754488 "YES" "Default" "NO " "" "" "" "" "" "" "" "" "" "" "BusbarSection" 0 "" "" "" "" ""
  1055 "ODONNELL 0"   115.00000000000000000000 "NO " 0.00000000000000000000 0.00000000000000000000 1.00140496451374039000 -18.12956251375753070000 1.00000000000000000000      1      9      1      1 37    32.927010  -101.764414 "YES" "Default" "NO " "" "" "" "" "" "" "" "" "" "" "BusbarSection" 0 "" "" "" "" ""
  1056 "LENORAH 0"    115.00000000000000000000 "NO " 0.00000000000000000000 0.00000000000000000000 1.01999998092638688000 -21.81961165166859120000 1.00000000000000000000      1      9      1      1 38    32.235300  -101.836700 "YES" "Default" "NO " "" "" "" "" "" "" "" "" "" "" "BusbarSection" 0 "" "" "" "" ""
  1057 "LENORAH 1"    18.00000000000000000000 "NO " 0.00000000000000000000 0.00000000000000000000 1.01999998092638688000 -21.81961165166859120000 1.00000000000000000000      1      9      1      1 38    32.235300  -101.836700 "YES" "Default" "NO " "" "" "" "" "" "" "" "" "" "" "BusbarSection" 0 "" "" "" "" ""
  1058 "IRAAN 3 0"    115.00000000000000000000 "NO " 0.00000000000000000000 0.00000000000000000000 1.01937378923095556000 -11.22088342789175820000 1.00000000000000000000      1      9      1      1 39    30.884700  -101.920800 "YES" "Default" "NO " "" "" "" "" "" "" "" "" "" "" "BusbarSection" 0 "" "" "" "" ""
  1059 "IRAAN 3 1"    22.00000000000000000000 "NO " 0.00000000000000000000 0.00000000000000000000 1.01937378923095556000 -11.22088342789175820000 1.00000000000000000000      1      9      1      1 39    30.884700  -101.920800 "YES" "Default" "NO " "" "" "" "" "" "" "" "" "" "" "BusbarSection" 0 "" "" "" "" ""
  1060 "IRAAN 3 2"    22.00000000000000000000 "NO " 0.00000000000000000000 0.00000000000000000000 1.01937378923095556000 -11.22088342789175820000 1.00000000000000000000      1      9      1      1 39    30.884700  -101.920800 "YES" "Default" "NO " "" "" "" "" "" "" "" "" "" "" "BusbarSection" 0 "" "" "" "" ""
  1061 "BIG SPRING 6 0" 115.00000000000000000000 "NO " 0.00000000000000000000 0.00000000000000000000 1.00655657469351567000 -17.21936364078734270000 1.00000000000000000000      1      9      1      1 40    32.273182  -101.422436 "YES" "Default" "NO " "" "" "" "" "" "" "" "" "" "" "BusbarSection" 0 "" "" "" "" ""
  1062 "BIG SPRING 6 1" 13.80000019073486330000 "NO " 0.00000000000000000000 0.00000000000000000000 1.00655657469351567000 -17.21936364078734270000 1.00000000000000000000      1      9      1      1 40    32.273182  -101.422436 "YES" "Default" "NO " "" "" "" "" "" "" "" "" "" "" "BusbarSection" 0 "" "" "" "" ""
  1063 "BIG SPRING 6 2" 13.80000019073486330000 "NO " 0.00000000000000000000 0.00000000000000000000 1.00655657469351567000 -17.21936364078734270000 1.00000000000000000000      1      9      1      1 40    32.273182  -101.422436 "YES" "Default" "NO " "" "" "" "" "" "" "" "" "" "" "BusbarSection" 0 "" "" "" "" ""
  1064 "ODESSA 3 0"   115.00000000000000000000 "NO " 0.00000000000000000000 0.00000000000000000000 0.97203446809168647700 -24.15327245848112270000 1.00000000000000000000      1      9      1      1 41    32.001129  -102.312423 "YES" "Default" "NO " "" "" "" "" "" "" "" "" "" "" "BusbarSection" 0 "" "" "" "" ""
  1065 "BIG SPRING 3 0" 115.00000000000000000000 "NO " 0.00000000000000000000 0.00000000000000000000 1.00426054191716485000 -14.93257828847692890000 1.00000000000000000000      1      9      1      1 42    32.100823  -101.451385 "YES" "Default" "NO " "" "" "" "" "" "" "" "" "" "" "BusbarSection" 0 "" "" "" "" ""
  1066 "BIG SPRING 3 1" 13.80000019073486330000 "NO " 0.00000000000000000000 0.00000000000000000000 0.99999999999992694700 -7.39905406154613932000 1.00000000000000000000      1      9      1      1 42    32.100823  -101.451385 "YES" "Default" "NO " "" "" "" "" "" "" "" "" "" "" "BusbarSection" 0 "" "" "" "" ""
  1067 "BIG SPRING 7 0" 115.00000000000000000000 "NO " 0.00000000000000000000 0.00000000000000000000 0.99859524993995063500 -15.68248041818153200000 1.00000000000000000000      1      9      1      1 43    32.102911  -101.365434 "YES" "Default" "NO " "" "" "" "" "" "" "" "" "" "" "BusbarSection" 0 "" "" "" "" ""
  1068 "MIDLAND 1 0"  115.00000000000000000000 "NO " 0.00000000000000000000 0.00000000000000000000 0.98680340179877457100 -16.43689405435055660000 1.00000000000000000000      1      9      1      1 44    31.517628  -101.918007 "YES" "Default" "NO " "" "" "" "" "" "" "" "" "" "" "BusbarSection" 0 "" "" "" "" ""
  1069 "IRAAN 1 0"    115.00000000000000000000 "NO " 0.00000000000000000000 0.00000000000000000000 1.02255980187289719000 -8.73258814541081918000 1.00000000000000000000      1      9      1      1 45    30.917800  -102.086700 "YES" "Default" "NO " "" "" "" "" "" "" "" "" "" "" "BusbarSection" 0 "" "" "" "" ""
  1070 "IRAAN 1 1"    13.80000019073486330000 "NO " 0.00000000000000000000 0.00000000000000000000 1.03999996185297960000 -4.22877687943050606000 1.00000000000000000000      1      9      1      1 45    30.917800  -102.086700 "YES" "Default" "NO " "" "" "" "" "" "" "" "" "" "" "BusbarSection" 0 "" "" "" "" ""
  1071 "ODESSA 1 0"   115.00000000000000000000 "NO " 0.00000000000000000000 0.00000000000000000000 0.98702674567131332100 -21.47404043977866550000 1.00000000000000000000      1      9      1      1 46    31.840300  -102.326400 "YES" "Default" "NO " "" "" "" "" "" "" "" "" "" "" "BusbarSection" 0 "" "" "" "" ""
  1072 "ODESSA 1 1"   18.00000000000000000000 "NO " 0.00000000000000000000 0.00000000000000000000 1.00999999046319111000 -12.11002734994404230000 1.00000000000000000000      1      9      1      1 46    31.840300  -102.326400 "YES" "Default" "NO " "" "" "" "" "" "" "" "" "" "" "BusbarSection" 0 "" "" "" "" ""
  1073 "ODESSA 1 2"   18.00000000000000000000 "NO " 0.00000000000000000000 0.00000000000000000000 1.00999999046318734000 -5.68197218223821388000 1.00000000000000000000      1      9      1      1 46    31.840300  -102.326400 "YES" "Default" "NO " "" "" "" "" "" "" "" "" "" "" "BusbarSection" 0 "" "" "" "" ""
  1074 "ODESSA 1 3"   18.00000000000000000000 "NO " 0.00000000000000000000 0.00000000000000000000 1.00999999046318867000 -7.73800879962842281000 1.00000000000000000000      1      9      1      1 46    31.840300  -102.326400 "YES" "Default" "NO " "" "" "" "" "" "" "" "" "" "" "BusbarSection" 0 "" "" "" "" ""
  1075 "ODESSA 1 4"   18.00000000000000000000 "NO " 0.00000000000000000000 0.00000000000000000000 1.00999999046319622000 -10.50554298832586580000 1.00000000000000000000      1      9      1      1 46    31.840300  -102.326400 "YES" "Default" "NO " "" "" "" "" "" "" "" "" "" "" "BusbarSection" 0 "" "" "" "" ""
  1076 "ODESSA 1 5"   18.00000000000000000000 "NO " 0.00000000000000000000 0.00000000000000000000 0.98702674567131332100 -21.47404043977866550000 1.00000000000000000000      1      9      1      1 46    31.840300  -102.326400 "YES" "Default" "NO " "" "" "" "" "" "" "" "" "" "" "BusbarSection" 0 "" "" "" "" ""
  1077 "ODESSA 1 6"   18.00000000000000000000 "NO " 0.00000000000000000000 0.00000000000000000000 0.98702674567131332100 -21.47404043977866550000 1.00000000000000000000      1      9      1      1 46    31.840300  -102.326400 "YES" "Default" "NO " "" "" "" "" "" "" "" "" "" "" "BusbarSection" 0 "" "" "" "" ""
  1078 "ODESSA 1 7"   18.00000000000000000000 "NO " 0.00000000000000000000 0.00000000000000000000 1.00999999046318956000 -11.02465923234661460000 1.00000000000000000000      1      9      1      1 46    31.840300  -102.326400 "YES" "Default" "NO " "" "" "" "" "" "" "" "" "" "" "BusbarSection" 0 "" "" "" "" ""
  1079 "ODESSA 1 8"   500.00000000000000000000 "NO " 0.00000000000000000000 0.00000000000000000000 1.01621409300181997000 -38.58285921756469610000 1.00000000000000000000      1      9      1      1 46    31.840300  -102.326400 "YES" "Default" "NO " "" "" "" "" "" "" "" "" "" "" "BusbarSection" 0 "" "" "" ""    27.504000
  1080 "ODESSA 1 9"   18.00000000000000000000 "NO " 0.00000000000000000000 0.00000000000000000000 1.00999999046318423000 -10.44867621240968170000 1.00000000000000000000      1      9      1      1 46    31.840300  -102.326400 "YES" "Default" "NO " "" "" "" "" "" "" "" "" "" "" "BusbarSection" 0 "" "" "" "" ""
  1081 "ODESSA 1 10"  230.00000000000000000000 "NO " 0.00000000000000000000 0.00000000000000000000 1.01999998092645083000 -18.69128654168334340000 1.00000000000000000000      1      9      1      1 46    31.840300  -102.326400 "YES" "Default" "NO " "" "" "" "" "" "" "" "" "" "" "BusbarSection" 0 "" "" "" "" ""
  1082 "FORT STOCKTON 2 0" 115.00000000000000000000 "NO " 0.00000000000000000000 0.00000000000000000000 1.01941255211548398000 -5.91039168489374767000 1.00000000000000000000      1      9      1      1 47    30.807272  -102.355628 "YES" "Default" "NO " "" "" "" "" "" "" "" "" "" "" "BusbarSection" 0 "" "" "" ""   187.826087
  1083 "FORT STOCKTON 3 0" 115.00000000000000000000 "NO " 0.00000000000000000000 0.00000000000000000000 1.01886172090779015000 -9.88674269529842142000 1.00000000000000000000      1      9      1      1 48    30.747459  -102.790792 "YES" "Default" "NO " "" "" "" "" "" "" "" "" "" "" "BusbarSection" 0 "" "" "" "" ""
  1084 "BIG SPRING 2 0" 115.00000000000000000000 "NO " 0.00000000000000000000 0.00000000000000000000 1.02251989306430002000 -16.46720581554751920000 1.00000000000000000000      1      9      1      1 49    31.936100  -101.298300 "YES" "Default" "NO " "" "" "" "" "" "" "" "" "" "" "BusbarSection" 0 "" "" "" ""   144.626093
  1085 "KERMIT 0"     115.00000000000000000000 "NO " 0.00000000000000000000 0.00000000000000000000 1.00898695502252411000 -15.34286896304836570000 1.00000000000000000000      1      9      1      1 50    31.696251  -103.138992 "YES" "Default" "NO " "" "" "" "" "" "" "" "" "" "" "BusbarSection" 0 "" "" "" "" ""
