BusNum,BusName,BusNomVolt,BusSlack,BusB:1,BusG:1,BusPUVolt,BusAngle,DCLossMultiplier,AreaNum,ZoneNum,BANumber,OwnerNum,SubNum,Latitude:1,Longitude:1,BusMonEle,LSName,BusVoltLim,TopologyBusType,Priority
1051,MONAHANS 1 4,18.0,NO ,0,0,1,-6.807388862,1,1,9,1,1,35,31.5839,-102.9633,YES,Default,NO ,BusbarSection,0
1052,MONAHANS 1 5,18.0,NO ,0,0,1,-9.134369261,1,1,9,1,1,35,31.5839,-102.9633,YES,Default,NO ,BusbarSection,0
1053,MONAHANS 1 6,230.0,NO ,0,0,1.017408882,-17.33615954,1,1,9,1,1,35,31.5839,-102.9633,YES,Default,NO ,BusbarSection,0
1054,STANTON 0,115.0,NO ,0,0,1.003684378,-22.29233143,1,1,9,1,1,36,32.489818,-101.754488,YES,Default,NO ,BusbarSection,0
1055,ODONNELL 0,115.0,NO ,0,0,1.001404965,-18.12956251,1,1,9,1,1,37,32.92701,-101.764414,YES,Default,NO ,BusbarSection,0
1056,LENORAH 0,115.0,NO ,0,0,1.019999981,-21.81961165,1,1,9,1,1,38,32.2353,-101.8367,YES,Default,NO ,BusbarSection,0
1057,LENORAH 1,18.0,NO ,0,0,1.019999981,-21.81961165,1,1,9,1,1,38,32.2353,-101.8367,YES,Default,NO ,BusbarSection,0
1058,IRAAN 3 0,115.0,NO ,0,0,1.019373789,-11.22088343,1,1,9,1,1,39,30.8847,-101.9208,YES,Default,NO ,BusbarSection,0
1059,IRAAN 3 1,22.0,NO ,0,0,1.019373789,-11.22088343,1,1,9,1,1,39,30.8847,-101.9208,YES,Default,NO ,BusbarSection,0
1060,IRAAN 3 2,22.0,NO ,0,0,1.019373789,-11.22088343,1,1,9,1,1,39,30.8847,-101.9208,YES,Default,NO ,BusbarSection,0
1061,BIG SPRING 6 0,115.0,NO ,0,0,1.006556575,-17.21936364,1,1,9,1,1,40,32.273182,-101.422436,YES,Default,NO ,BusbarSection,0
1062,BIG SPRING 6 1,13.8,NO ,0,0,1.006556575,-17.21936364,1,1,9,1,1,40,32.273182,-101.422436,YES,Default,NO ,BusbarSection,0
1063,BIG SPRING 6 2,13.8,NO ,0,0,1.006556575,-17.21936364,1,1,9,1,1,40,32.273182,-101.422436,YES,Default,NO ,BusbarSection,0
1064,ODESSA 3 0,115.0,NO ,0,0,0.972034468,-24.15327246,1,1,9,1,1,41,32.001129,-102.312423,YES,Default,NO ,BusbarSection,0
1065,BIG SPRING 3 0,115.0,NO ,0,0,1.004260542,-14.93257829,1,1,9,1,1,42,32.100823,-101.451385,YES,Default,NO ,BusbarSection,0
1066,BIG SPRING 3 1,13.8,NO ,0,0,1,-7.399054062,1,1,9,1,1,42,32.100823,-101.451385,YES,Default,NO ,BusbarSection,0
1067,BIG SPRING 7 0,115.0,NO ,0,0,0.99859525,-15.68248042,1,1,9,1,1,43,32.102911,-101.365434,YES,Default,NO ,BusbarSection,0
1068,MIDLAND 1 0,115.0,NO ,0,0,0.986803402,-16.43689405,1,1,9,1,1,44,31.517628,-101.918007,YES,Default,NO ,BusbarSection,0
1069,IRAAN 1 0,115.0,NO ,0,0,1.022559802,-8.732588145,1,1,9,1,1,45,30.9178,-102.0867,YES,Default,NO ,BusbarSection,0
1070,IRAAN 1 1,13.8,NO ,0,0,1.039999962,-4.228776879,1,1,9,1,1,45,30.9178,-102.0867,YES,Default,NO ,BusbarSection,0
1071,ODESSA 1 0,115.0,NO ,0,0,0.987026746,-21.47404044,1,1,9,1,1,46,31.8403,-102.3264,YES,Default,NO ,BusbarSection,0
1072,ODESSA 1 1,18.0,NO ,0,0,1.00999999,-12.11002735,1,1,9,1,1,46,31.8403,-102.3264,YES,Default,NO ,BusbarSection,0
1073,ODESSA 1 2,18.0,NO ,0,0,1.00999999,-5.681972182,1,1,9,1,1,46,31.8403,-102.3264,YES,Default,NO ,BusbarSection,0
1074,ODESSA 1 3,18.0,NO ,0,0,1.00999999,-7.7380088,1,1,9,1,1,46,31.8403,-102.3264,YES,Default,NO ,BusbarSection,0
1075,ODESSA 1 4,18.0,NO ,0,0,1.00999999,-10.50554299,1,1,9,1,1,46,31.8403,-102.3264,YES,Default,NO ,BusbarSection,0
1076,ODESSA 1 5,18.0,NO ,0,0,0.987026746,-21.47404044,1,1,9,1,1,46,31.8403,-102.3264,YES,Default,NO ,BusbarSection,0
1077,ODESSA 1 6,18.0,NO ,0,0,0.987026746,-21.47404044,1,1,9,1,1,46,31.8403,-102.3264,YES,Default,NO ,BusbarSection,0
1078,ODESSA 1 7,18.0,NO ,0,0,1.00999999,-11.02465923,1,1,9,1,1,46,31.8403,-102.3264,YES,Default,NO ,BusbarSection,0
1079,ODESSA 1 8,500.0,NO ,0,0,1.016214093,-38.58285922,1,1,9,1,1,46,31.8403,-102.3264,YES,Default,NO ,BusbarSection,0
1080,ODESSA 1 9,18.0,NO ,0,0,1.00999999,-10.44867621,1,1,9,1,1,46,31.8403,-102.3264,YES,Default,NO ,BusbarSection,0
1081,ODESSA 1 10,230.0,NO ,0,0,1.019999981,-18.69128654,1,1,9,1,1,46,31.8403,-102.3264,YES,Default,NO ,BusbarSection,0
1082,FORT STOCKTON 2 0,115.0,NO ,0,0,1.019412552,-5.910391685,1,1,9,1,1,47,30.807272,-102.355628,YES,Default,NO ,BusbarSection,0
1083,FORT STOCKTON 3 0,115.0,NO ,0,0,1.018861721,-9.886742695,1,1,9,1,1,48,30.747459,-102.790792,YES,Default,NO ,BusbarSection,0
1084,BIG SPRING 2 0,115.0,NO ,0,0,1.022519893,-16.46720582,1,1,9,1,1,49,31.9361,-101.2983,YES,Default,NO ,BusbarSection,0
1085,KERMIT 0,115.0,NO ,0,0,1.008986955,-15.34286896,1,1,9,1,1,50,31.696251,-103.138992,YES,Default,NO ,BusbarSection,0
1086,PECOS 0,115.0,NO ,0,0,1.015374016,-17.5850566,1,1,9,1,1,51,31.803547,-103.599914,YES,Default,NO ,BusbarSection,0
1087,SHEFFIELD 0,115.0,NO ,0,0,1.019999981,-16.12540194,1,1,9,1,1,52,30.596998,-101.78453,YES,Default,NO ,BusbarSection,0
1088,MCCAMEY 2 0,115.0,NO ,0,0,1,-11.87846609,1,1,9,1,1,53,31.1392,-102.2253,YES,Default,NO ,BusbarSection,0
1089,LAMESA 0,115.0,NO ,0,0,0.980631827,-21.30675286,1,1,9,1,1,54,32.929648,-102.133506,YES,Default,NO ,BusbarSection,0
1090,GOLDSMITH 0,115.0,NO ,0,0,1.019999981,-16.14505311,1,1,9,1,1,55,31.995,-102.828333,YES,Default,NO ,BusbarSection,0
1091,RALLS 2 0,161.0,NO ,0,0,1.024831466,-31.01772503,1,1,9,1,1,56,33.658671,-101.531037,YES,Default,NO ,BusbarSection,0
2001,PARIS 3 0,161.0,NO ,0,0,1.001751837,-59.98214702,1,2,11,1,1,57,33.683869,-95.344733,YES,Default,NO ,BusbarSection,0
2002,SAVOY 0,500.0,NO ,0,0,1.011060965,-61.56663095,1,2,11,1,1,58,33.628143,-96.367605,YES,Default,NO ,BusbarSection,0
2003,SAVOY 1,161.0,NO ,0,0,1.009338195,-63.82854649,1,2,11,1,1,58,33.628143,-96.367605,YES,Default,NO ,BusbarSection,0
2004,SAVOY 2,13.8,NO ,0,0,1.011060965,-61.56663095,1,2,11,1,1,58,33.628143,-96.367605,YES,Default,NO ,BusbarSection,0
2005,SAVOY 3,13.8,NO ,0,0,1.011060965,-61.56663095,1,2,11,1,1,58,33.628143,-96.367605,YES,Default,NO ,BusbarSection,0
2006,SAVOY 4,13.8,NO ,0,0,1.011060965,-61.56663095,1,2,11,1,1,58,33.628143,-96.367605,YES,Default,NO ,BusbarSection,0
2007,HONEY GROVE 0,161.0,NO ,0,0,1.002508753,-59.75190171,1,2,11,1,1,59,33.615167,-95.900109,YES,Default,NO ,BusbarSection,0
2008,MEMPHIS 0,161.0,NO ,0,0,1.016129597,-32.83300483,1,2,10,1,1,60,34.857258,-100.512868,YES,Default,NO ,BusbarSection,0
2009,IOWA PARK 0,161.0,NO ,0,0,1.019999981,-45.21538625,1,2,11,1,1,61,33.973297,-98.721096,YES,Default,NO ,BusbarSection,0
2010,VERNON 2 0,161.0,NO ,0,0,1.019999981,-36.40508574,1,2,10,1,1,62,33.899813,-99.773497,YES,Default,NO ,BusbarSection,0
2011,PANHANDLE 2 0,500.0,NO ,0,0,1.038870293,-32.10097937,1,2,10,1,1,63,35.238333,-101.310833,YES,Default,NO ,BusbarSection,0
2012,PANHANDLE 2 1,161.0,NO ,0,0,1.027097292,-29.86924119,1,2,10,1,1,63,35.238333,-101.310833,YES,Default,NO ,BusbarSection,0
2013,PANHANDLE 2 2,18.0,NO ,0,0,1.030510194,-29.76102972,1,2,10,1,1,63,35.238333,-101.310833,YES,Default,NO ,BusbarSection,0
2014,CHILDRESS 0,161.0,NO ,0,0,1.014487996,-33.40893512,1,2,10,1,1,64,34.447226,-100.809848,YES,Default,NO ,BusbarSection,0
2015,FORESTBURG 0,161.0,NO ,0,0,1.006078212,-63.29278892,1,2,11,1,1,65,33.471617,-97.445189,YES,Default,NO ,BusbarSection,0
2016,SHERMAN 3 0,161.0,NO ,0,0,1.006018735,-69.95479493,1,2,11,1,1,66,33.627623,-96.767394,YES,Default,NO ,BusbarSection,0
2017,PANHANDLE 4 0,500.0,NO ,0,0,1.02839188,-32.24683002,1,2,10,1,1,67,35.4275,-101.253056,YES,Default,NO ,BusbarSection,0
2018,PANHANDLE 4 1,161.0,NO ,0,0,1.026492221,-31.45670874,1,2,10,1,1,67,35.4275,-101.253056,YES,Default,NO ,BusbarSection,0
2019,PANHANDLE 4 2,20.0,NO ,0,0,1.02839188,-32.24683002,1,2,10,1,1,67,35.4275,-101.253056,YES,Default,NO ,BusbarSection,0
2020,WICHITA FALLS 6 0,161.0,NO ,0,0,0.995174899,-44.88538309,1,2,11,1,1,68,33.943784,-98.523064,YES,Default,NO ,BusbarSection,0
2021,PARIS 2 0,500.0,NO ,0,0,1.013873267,-56.70236904,1,2,11,1,1,69,33.6968,-95.5577,YES,Default,NO ,BusbarSection,0
2022,PARIS 2 1,161.0,NO ,0,0,1.010010153,-58.63754633,1,2,11,1,1,69,33.6968,-95.5577,YES,Default,NO ,BusbarSection,0
2023,PARIS 2 2,13.8,NO ,0,0,1.019999981,-55.13952009,1,2,11,1,1,69,33.6968,-95.5577,YES,Default,NO ,BusbarSection,0
2024,PARIS 2 3,13.8,NO ,0,0,1.019999981,-54.474073,1,2,11,1,1,69,33.6968,-95.5577,YES,Default,NO ,BusbarSection,0
2025,WICHITA FALLS 4 0,161.0,NO ,0,0,0.994074018,-44.12413551,1,2,11,1,1,70,33.864515,-98.491046,YES,Default,NO ,BusbarSection,0
2026,WHEELER 0,161.0,NO ,0,0,1.026480489,-31.08149309,1,2,10,1,1,71,35.830763,-100.765905,YES,Default,NO ,BusbarSection,0
2027,DEPORT 0,161.0,NO ,0,0,1.002196556,-60.41301753,1,2,11,1,1,72,33.482646,-95.320088,YES,Default,NO ,BusbarSection,0
2028,WICHITA FALLS 3 0,161.0,NO ,0,0,0.994592665,-47.24977767,1,2,11,1,1,73,34.004783,-98.388757,YES,Default,NO ,BusbarSection,0
2029,SILVERTON 0,161.0,NO ,0,0,1.020051797,-32.78138505,1,2,10,1,1,74,34.457478,-101.287161,YES,Default,NO ,BusbarSection,0
2030,BONHAM 0,161.0,NO ,0,0,0.988365276,-64.0397832,1,2,11,1,1,75,33.708311,-96.240654,YES,Default,NO ,BusbarSection,0
2031,MATADOR 0,161.0,NO ,0,0,1.020458815,-29.63873106,1,2,10,1,1,76,33.710684,-100.384217,YES,Default,NO ,BusbarSection,0
2032,ARTHUR CITY 0,161.0,NO ,0,0,1.004535982,-59.14691203,1,2,11,1,1,77,33.857868,-95.649137,YES,Default,NO ,BusbarSection,0
2033,LEONARD 0,161.0,NO ,0,0,0.990871701,-65.55218332,1,2,11,1,1,78,33.44144,-96.179163,YES,Default,NO ,BusbarSection,0
2034,GORDONVILLE 0,161.0,NO ,0,0,1.00462093,-69.28311838,1,2,11,1,1,79,33.830932,-96.839764,YES,Default,NO ,BusbarSection,0
2035,KNOX CITY 0,161.0,NO ,0,0,1.015207327,-30.56073735,1,2,10,1,1,80,33.431837,-99.853667,YES,Default,NO ,BusbarSection,0
2036,WICHITA FALLS 7 0,161.0,NO ,0,0,0.998940986,-44.48324994,1,2,11,1,1,81,33.894941,-98.54367,YES,Default,NO ,BusbarSection,0
2037,LINDSAY 0,161.0,NO ,0,0,1.016677338,-63.62606035,1,2,11,1,1,82,33.615855,-97.310834,YES,Default,NO ,BusbarSection,0
2038,ECTOR 0,161.0,NO ,0,0,1.006330795,-64.30132421,1,2,11,1,1,83,33.55352,-96.282897,YES,Default,NO ,BusbarSection,0
2039,SUNSET 0,161.0,NO ,0,0,0.991253696,-60.67116363,1,2,11,1,1,84,33.455991,-97.751818,YES,Default,NO ,BusbarSection,0
2040,CLARKSVILLE 0,161.0,NO ,0,0,1.007438493,-59.30802318,1,2,11,1,1,85,33.663063,-94.997258,YES,Default,NO ,BusbarSection,0
2041,PANHANDLE 3 0,161.0,NO ,0,0,1.028021854,-27.68609222,1,2,10,1,1,86,35.386038,-101.578572,YES,Default,NO ,BusbarSection,0
2042,PANHANDLE 3 1,18.0,NO ,0,0,1.019428405,-25.11082978,1,2,10,1,1,86,35.386038,-101.578572,YES,Default,NO ,BusbarSection,0
2043,SADLER 0,161.0,NO ,0,0,1.005045825,-69.58964742,1,2,11,1,1,87,33.737974,-96.839543,YES,Default,NO ,BusbarSection,0
2044,WHITESBORO 0,161.0,NO ,0,0,1.013056551,-65.38332859,1,2,11,1,1,88,33.743893,-96.936121,YES,Default,NO ,BusbarSection,0
2045,SHEPPARD AFB 0,161.0,NO ,0,0,0.994449678,-45.42396648,1,2,11,1,1,89,33.969523,-98.509016,YES,Default,NO ,BusbarSection,0
2046,POTTSBORO 0,161.0,NO ,0,0,1.004559473,-68.89678215,1,2,11,1,1,90,33.800717,-96.725989,YES,Default,NO ,BusbarSection,0
2047,BELLS 0,161.0,NO ,0,0,1.007902187,-64.72991326,1,2,11,1,1,91,33.623645,-96.427874,YES,Default,NO ,BusbarSection,0
2048,CROSBYTON 0,161.0,NO ,0,0,1.023703143,-31.71096199,1,2,10,1,1,92,33.774479,-100.990114,YES,Default,NO ,BusbarSection,0
2049,ELECTRA 0,161.0,NO ,0,0,1.017758131,-40.94646493,1,2,10,1,1,93,34.131688,-99.106624,YES,Default,NO ,BusbarSection,0
2050,PATTONVILLE 0,161.0,NO ,0,0,0.994191899,-63.23540981,1,2,11,1,1,94,33.40225,-95.483203,YES,Default,NO ,BusbarSection,0
2051,HENRIETTA 0,161.0,NO ,0,0,0.989552003,-54.14034708,1,2,11,1,1,95,33.75849,-98.202251,YES,Default,NO ,BusbarSection,0
2052,PANHANDLE 6 0,161.0,NO ,0,0,1.017444828,-31.96347002,1,2,10,1,1,96,34.90076,-100.994549,YES,Default,NO ,BusbarSection,0
2053,BOWIE 0,161.0,NO ,0,0,0.991063352,-59.36037893,1,2,11,1,1,97,33.520572,-97.95612,YES,Default,NO ,BusbarSection,0
2054,WICHITA FALLS 1 0,500.0,NO ,0,0,0.99778112,-43.13131,1,2,11,1,1,98,33.9133,-98.4931,YES,Default,NO ,BusbarSection,0
2055,WICHITA FALLS 1 1,161.0,NO ,0,0,0.997332095,-43.96067779,1,2,11,1,1,98,33.9133,-98.4931,YES,Default,NO ,BusbarSection,0
2056,WICHITA FALLS 1 2,18.0,NO ,0,0,0.99778112,-43.13131,1,2,11,1,1,98,33.9133,-98.4931,YES,Default,NO ,BusbarSection,0
2057,WICHITA FALLS 1 3,18.0,NO ,0,0,0.99000001,-38.72528557,1,2,11,1,1,98,33.9133,-98.4931,YES,Default,NO ,BusbarSection,0
2058,WHITE DEER 0,161.0,NO ,0,0,1.028359594,-27.25803288,1,2,10,1,1,99,35.4789,-101.2439,YES,Default,NO ,BusbarSection,0
2059,WHITE DEER 1,13.8,NO ,0,0,1.01836166,-23.91171531,1,2,10,1,1,99,35.4789,-101.2439,YES,Default,NO ,BusbarSection,0
2060,ROXTON 0,161.0,NO ,0,0,0.997404935,-61.95095124,1,2,11,1,1,100,33.576823,-95.809701,YES,Default,NO ,BusbarSection,0
2061,VERNON 1 0,161.0,NO ,0,0,1.021175201,-37.42781908,1,2,10,1,1,101,34.29,-99.364722,YES,Default,NO ,BusbarSection,0
2062,VERNON 1 1,18.0,NO ,0,0,1.019999981,-35.13100034,1,2,10,1,1,101,34.29,-99.364722,YES,Default,NO ,BusbarSection,0
2063,DENISON 2 0,161.0,NO ,0,0,1.00606448,-68.25835898,1,2,11,1,1,102,33.770785,-96.604061,YES,Default,NO ,BusbarSection,0
2064,SUMNER 0,161.0,NO ,0,0,1.003105543,-60.27738052,1,2,11,1,1,103,33.745236,-95.744327,YES,Default,NO ,BusbarSection,0
2065,GAINESVILLE 0,161.0,NO ,0,0,1.019999981,-65.60073249,1,2,11,1,1,104,33.661583,-97.17635,YES,Default,NO ,BusbarSection,0
2066,ASPERMONT 0,161.0,NO ,0,0,1.014435976,-27.62876709,1,2,10,1,1,105,33.183064,-100.245133,YES,Default,NO ,BusbarSection,0
2067,WICHITA FALLS 5 0,161.0,NO ,0,0,0.992356819,-44.04798744,1,2,11,1,1,106,33.799085,-98.50984,YES,Default,NO ,BusbarSection,0
2068,WINDTHORST 0,161.0,NO ,0,0,0.998995083,-42.01630367,1,2,11,1,1,107,33.512628,-98.457627,YES,Default,NO ,BusbarSection,0
2069,HOWE 0,161.0,NO ,0,0,1.019999981,-69.11681392,1,2,11,1,1,108,33.450768,-96.742245,YES,Default,NO ,BusbarSection,0
2070,ARCHER 2 0,161.0,NO ,0,0,1.001076518,-41.59809868,1,2,11,1,1,109,33.493056,-98.581944,YES,Default,NO ,BusbarSection,0
2071,ARCHER 2 1,18.0,NO ,0,0,1,-37.91967846,1,2,11,1,1,109,33.493056,-98.581944,YES,Default,NO ,BusbarSection,0
2072,COLLINSVILLE 0,161.0,NO ,0,0,1.014875943,-67.24063522,1,2,11,1,1,110,33.537706,-96.906575,YES,Default,NO ,BusbarSection,0
2073,JAYTON 0,161.0,NO ,0,0,1.015514075,-25.10883422,1,2,10,1,1,111,32.969722,-100.524167,YES,Default,NO ,BusbarSection,0
2074,JAYTON 1,115.0,NO ,0,0,1.005848867,-23.23683387,1,2,10,1,1,111,32.969722,-100.524167,YES,Default,NO ,BusbarSection,0
2075,JAYTON 2,115.0,NO ,0,0,1.005848867,-23.23683387,1,2,10,1,1,111,32.969722,-100.524167,YES,Default,NO ,BusbarSection,0
2076,JAYTON 3,24.0,NO ,0,0,1.020777248,-24.20214013,1,2,10,1,1,111,32.969722,-100.524167,YES,Default,NO ,BusbarSection,0
2077,MUENSTER 1 0,161.0,NO ,0,0,1.017896438,-61.19772296,1,2,11,1,1,112,33.733006,-97.428406,YES,Default,NO ,BusbarSection,0
2078,MUENSTER 1 1,13.8,NO ,0,0,1.019999981,-57.87500107,1,2,11,1,1,112,33.733006,-97.428406,YES,Default,NO ,BusbarSection,0
2079,PADUCAH 0,161.0,NO ,0,0,1.022299141,-34.6267383,1,2,10,1,1,113,33.994322,-100.287247,YES,Default,NO ,BusbarSection,0
2080,NOCONA 0,161.0,NO ,0,0,0.994621828,-57.49917467,1,2,11,1,1,114,33.793074,-97.963802,YES,Default,NO ,BusbarSection,0
