BusNum,BusNum:1,LineCircuit,BranchDeviceType,ConsolidateBranch,LineStatus,NormLineStatus,SeriesCapStatus,LineMeter:1,LineR,LineX,LineC,LineG,LineLength,LineMonEle,LSName,LineAMVA,LineAMVA:1,LineAMVA:2,LineAMVA:3,LineAMVA:4,LineAMVA:5,LineAMVA:6,LineAMVA:7,LineAMVA:8,LineAMVA:9,LineAMVA:10,LineAMVA:11,LineAMVA:12,LineAMVA:13,LineAMVA:14,OwnerNum,OwnPercent
1017,1029,1,Line,,Closed,Closed,NO,1017,0.032439999,0.141880006,0.021609999,0,0,YES,Default,149.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
1037,1017,1,Line,,Closed,Closed,NO,1037,0.00752,0.033519998,0.00491,0,0,YES,Default,221.0000038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
1047,1017,1,Line,,Closed,Closed,NO,1047,0.035999998,0.156000003,0.024,0,0,YES,Default,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
1024,1018,1,Line,,Closed,Closed,NO,1024,0.01094,0.065719999,0.00892,0,0,YES,Default,98.00000191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
1019,1040,1,Line,,Closed,Closed,NO,1019,0.04978,0.206510007,0.035039999,0,0,YES,Default,149.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
1019,1045,1,Line,,Closed,Closed,NO,1019,0.01522,0.0372,0.00487,0,0,YES,Default,221.0000038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
1019,1071,1,Line,,Closed,Closed,NO,1019,0.0044,0.028000001,0.0054,0,0,YES,Default,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
1071,1019,2,Line,,Closed,Closed,NO,1071,0.0044,0.028000001,0.0054,0,0,YES,Default,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
1019,1084,1,Line,,Closed,Closed,NO,1019,0.029999999,0.159999996,0.025,0,0,YES,Default,220.0000048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
1025,1020,1,Line,,Closed,Closed,NO,1025,0.00828,0.034340002,0.00583,0,0,YES,Default,149.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
1084,1020,1,Line,,Closed,Closed,NO,1084,0.01056,0.063369997,0.0086,0,0,YES,Default,221.0000038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
1020,3059,1,Line,,Closed,Closed,NO,1020,0.0189,0.059999999,0.006,0,0,YES,Default,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
1020,3130,1,Line,,Closed,Closed,NO,1020,0.00996,0.06938,0.01134,0,0,YES,Default,221.0000038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
1022,1028,1,Line,,Closed,Closed,NO,1022,0.01433,0.092529997,0.017650001,0,0,YES,Default,221.0000038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
1022,1028,2,Line,,Closed,Closed,NO,1022,0.01433,0.092529997,0.017650001,0,0,YES,Default,221.0000038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
1024,1090,1,Line,,Closed,Closed,NO,1024,0.01414,0.063029997,0.00924,0,0,YES,Default,149.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
1027,1045,1,Line,,Closed,Closed,NO,1027,0.025049999,0.109569997,0.016690001,0,0,YES,Default,221.0000038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
1056,1027,1,Line,,Closed,Closed,NO,1056,0.03121,0.076300003,0.00999,0,0,YES,Default,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
1028,3109,1,Line,,Closed,Closed,NO,1028,0.00428,0.018750001,0.00286,0,0,YES,Default,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
1029,1056,1,Line,,Closed,Closed,NO,1029,0.020540001,0.11733,0.01763,0,0,YES,Default,221.0000038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
1030,1038,1,Line,,Closed,Closed,NO,1030,0.074040003,0.422850013,0.063539997,0,0,YES,Default,98.00000191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
1083,1030,1,Line,,Closed,Closed,NO,1083,0.065370001,0.373340011,0.0561,0,0,YES,Default,98.00000191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
1032,1036,1,Line,,Closed,Closed,NO,1032,0.01956,0.117459998,0.015939999,0,0,YES,Default,98.00000191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
1038,1032,1,Line,,Closed,Closed,NO,1038,0.045000002,0.109999999,0.015,0,0,YES,Default,154.9999952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
1033,1081,1,Line,,Closed,Closed,NO,1033,0.003,0.030999999,0.059,0,0,YES,Default,548.0000019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
1033,3050,1,Line,,Closed,Closed,NO,1033,0.0139,0.136000007,0.261999995,0,0,YES,Default,646.999979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
1067,1034,1,Line,,Closed,Closed,NO,1067,0.00795,0.047710001,0.00647,0,0,YES,Default,98.00000191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
1088,1036,1,Line,,Closed,Closed,NO,1088,0.020649999,0.117930003,0.017720001,0,0,YES,Default,98.00000191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
1037,1071,1,Line,,Closed,Closed,NO,1037,0.00669,0.043189999,0.00824,0,0,YES,Default,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
1082,1038,1,Line,,Closed,Closed,NO,1082,0.01115,0.049690001,0.00729,0,0,YES,Default,149.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
1083,1038,1,Line,,Closed,Closed,NO,1083,0.01,0.050000001,0.007,0,0,YES,Default,221.0000038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
1040,1090,1,Line,,Closed,Closed,NO,1040,0.02991,0.133289993,0.019549999,0,0,YES,Default,149.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
1065,1041,1,Line,,Closed,Closed,NO,1065,0.00386,0.02203,0.00331,0,0,YES,Default,98.00000191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
1041,1067,1,Line,,Closed,Closed,NO,1041,0.00393,0.01722,0.00262,0,0,YES,Default,149.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
1044,3019,1,Line,,Closed,Closed,NO,1044,0.038570002,0.171920002,0.025210001,0,0,YES,Default,149.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
3130,1044,1,Line,,Closed,Closed,NO,3130,0.027310001,0.190290004,0.03111,0,0,YES,Default,221.0000038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
1045,1064,1,Line,,Closed,Closed,NO,1045,0.00545,0.037939999,0.0062,0,0,YES,Default,221.0000038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
1087,1046,1,Line,,Closed,Closed,NO,1087,0.032620002,0.142690003,0.02173,0,0,YES,Default,149.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
1046,3009,1,Line,,Closed,Closed,NO,1046,0.056540001,0.234540001,0.039799999,0,0,YES,Default,149.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
1047,1085,1,Line,,Closed,Closed,NO,1047,0.00947,0.061170001,0.01167,0,0,YES,Default,221.0000038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
1053,1081,1,Line,,Closed,Closed,NO,1053,0.003,0.029999999,0.059999999,0,0,YES,Default,548.0000019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
1054,1056,1,Line,,Closed,Closed,NO,1054,0.022019999,0.096330002,0.01467,0,0,YES,Default,149.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
1089,1054,1,Line,,Closed,Closed,NO,1089,0.087370001,0.213569999,0.027960001,0,0,YES,Default,98.00000191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
1055,1089,1,Line,,Closed,Closed,NO,1055,0.049819998,0.121789999,0.01595,0,0,YES,Default,98.00000191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
1056,1061,1,Line,,Closed,Closed,NO,1056,0.022670001,0.129460007,0.01945,0,0,YES,Default,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
1056,1065,1,Line,,Closed,Closed,NO,1056,0.02269,0.129620001,0.019479999,0,0,YES,Default,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
1069,1058,1,Line,,Closed,Closed,NO,1069,0.0074,0.051550001,0.00843,0,0,YES,Default,221.0000038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
1069,1058,2,Line,,Closed,Closed,NO,1069,0.0074,0.051550001,0.00843,0,0,YES,Default,221.0000038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
1058,1087,1,Line,,Closed,Closed,NO,1058,0.015729999,0.109559998,0.01791,0,0,YES,Default,221.0000038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
1058,1087,2,Line,,Closed,Closed,NO,1058,0.015729999,0.109559998,0.01791,0,0,YES,Default,221.0000038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
1061,3042,1,Line,,Closed,Closed,NO,1061,0.054000001,0.180000007,0.028000001,0,0,YES,Default,221.0000038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
1088,1068,1,Line,,Closed,Closed,NO,1088,0.029619999,0.169210002,0.025429999,0,0,YES,Default,98.00000191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
1082,1069,1,Line,,Closed,Closed,NO,1082,0.021369999,0.095200002,0.01396,0,0,YES,Default,149.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
3048,1079,1,Line,,Closed,Closed,NO,3048,0.0013,0.015,1.019999981,0,0,YES,Default,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
3048,1079,2,Line,,Closed,Closed,NO,3048,0.0013,0.015,1.019999981,0,0,YES,Default,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
1081,3058,1,Line,,Closed,Closed,NO,1081,0.0091,0.089000002,0.171000004,0,0,YES,Default,548.0000019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
1084,3130,1,Line,,Closed,Closed,NO,1084,0.02049,0.091310002,0.01339,0,0,YES,Default,221.0000038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
1085,1086,1,Line,,Closed,Closed,NO,1085,0.033920001,0.148379996,0.022600001,0,0,YES,Default,149.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
1090,1085,1,Line,,Closed,Closed,NO,1090,0.02018,0.13786,0.023460001,0,0,YES,Default,221.0000038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
2029,1091,1,Line,,Closed,Closed,NO,2029,0.038899999,0.171440005,0.079800002,0,0,YES,Default,187.0000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
1091,2048,1,Line,,Closed,Closed,NO,1091,0.02193,0.096670002,0.045000002,0,0,YES,Default,187.0000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
2098,1091,1,Line,,Closed,Closed,NO,2098,0.00554,0.024429999,0.01137,0,0,YES,Default,187.0000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
2022,2001,1,Line,,Closed,Closed,NO,2022,0.00839,0.036970001,0.017209999,0,0,YES,Default,187.0000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
2027,2001,1,Line,,Closed,Closed,NO,2027,0.00955,0.040619999,0.02032,0,0,YES,Default,187.0000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
2021,2002,1,Line,,Closed,Closed,NO,2021,0.00097,0.01175,0.780319989,0,0,YES,Default,2295.000076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
2002,2101,1,Line,,Closed,Closed,NO,2002,0.00031,0.0037,0.245729998,0,0,YES,Default,2020.000076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
2038,2003,1,Line,,Closed,Closed,NO,2038,0.00353,0.02067,0.01032,0,0,YES,Default,250.999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
2003,2047,1,Line,,Closed,Closed,NO,2003,0.0013,0.0099,0.0052,0,0,YES,Default,309.9999905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
2007,2114,1,Line,,Closed,Closed,NO,2007,0.00888,0.052069999,0.026000001,0,0,YES,Default,250.999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
2007,2122,1,Line,,Closed,Closed,NO,2007,0.00861,0.03661,0.018309999,0,0,YES,Default,187.0000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
2014,2008,1,Line,,Closed,Closed,NO,2014,0.022530001,0.099310003,0.04623,0,0,YES,Default,187.0000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
2008,2052,1,Line,,Closed,Closed,NO,2008,0.01877,0.082709998,0.0385,0,0,YES,Default,187.0000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
2009,2049,1,Line,,Closed,Closed,NO,2009,0.01224,0.071759999,0.035829999,0,0,YES,Default,250.999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
2009,2082,1,Line,,Closed,Closed,NO,2009,0.00735,0.031259999,0.015629999,0,0,YES,Default,187.0000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
2109,2009,1,Line,,Closed,Closed,NO,2109,0.00725,0.03084,0.01542,0,0,YES,Default,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
2061,2010,1,Line,,Closed,Closed,NO,2061,0.024390001,0.107479997,0.050030001,0,0,YES,Default,187.0000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
2010,2079,1,Line,,Closed,Closed,NO,2010,0.020609999,0.090829998,0.04228,0,0,YES,Default,187.0000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
2010,2091,1,Line,,Closed,Closed,NO,2010,0.02461,0.104670003,0.05235,0,0,YES,Default,187.0000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
2127,2011,1,Line,,Closed,Closed,NO,2127,0.00108,0.01307,0.86826998,0,0,YES,Default,2020.000076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
2012,2041,1,Line,,Closed,Closed,NO,2012,0.01245,0.05297,0.026489999,0,0,YES,Default,187.0000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
2012,2052,1,Line,,Closed,Closed,NO,2012,0.02008,0.088509999,0.041200001,0,0,YES,Default,187.0000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
2093,2012,1,Line,,Closed,Closed,NO,2093,0.01029,0.045359999,0.02111,0,0,YES,Default,187.0000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
2012,2123,1,Line,,Closed,Closed,NO,2012,0.00995,0.042300001,0.02115,0,0,YES,Default,250.999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
2014,2029,1,Line,,Closed,Closed,NO,2014,0.01859,0.079080001,0.039549999,0,0,YES,Default,187.0000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
2015,2037,1,Line,,Closed,Closed,NO,2015,0.00862,0.03799,0.017689999,0,0,YES,Default,187.0000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
5014,2015,1,Line,,Closed,Closed,NO,5014,0.00961,0.042369999,0.019719999,0,0,YES,Default,187.0000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
2043,2016,1,Line,,Closed,Closed,NO,2043,0.00593,0.026140001,0.01217,0,0,YES,Default,187.0000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
2069,2016,1,Line,,Closed,Closed,NO,2069,0.0084,0.037050001,0.01725,0,0,YES,Default,187.0000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
2017,2096,1,Line,,Closed,Closed,NO,2017,0.00253,0.030680001,2.038360119,0,0,YES,Default,2020.000076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
2017,2127,1,Line,,Closed,Closed,NO,2017,0.00089,0.01081,0.718460023,0,0,YES,Default,2020.000076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
2018,2093,1,Line,,Closed,Closed,NO,2018,0.01163,0.05125,0.02386,0,0,YES,Default,187.0000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
2045,2020,1,Line,,Closed,Closed,NO,2045,0.00097,0.00548,0.00295,0,0,YES,Default,309.9999905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
2055,2020,1,Line,,Closed,Closed,NO,2055,0.00102,0.00744,0.00422,0,0,YES,Default,409.0000153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
2113,2021,1,Line,,Closed,Closed,NO,2113,1E-04,0.00124,0.08207,0,0,YES,Default,2020.000076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
2022,2040,1,Line,,Closed,Closed,NO,2022,0.02207,0.093910001,0.046969999,0,0,YES,Default,187.0000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
2064,2022,1,Line,,Closed,Closed,NO,2064,0.00558,0.03156,0.016969999,0,0,YES,Default,250.999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
2025,2055,1,Line,,Closed,Closed,NO,2025,0.0023,0.01016,0.00473,0,0,YES,Default,187.0000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
2067,2025,1,Line,,Closed,Closed,NO,2067,0.00317,0.014,0.00651,0,0,YES,Default,187.0000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
2058,2026,1,Line,,Closed,Closed,NO,2058,0.02475,0.10526,0.052639998,0,0,YES,Default,187.0000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
2128,2026,1,Line,,Closed,Closed,NO,2128,0.01207,0.053180002,0.02475,0,0,YES,Default,187.0000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
2027,2090,1,Line,,Closed,Closed,NO,2027,0.01692,0.074550003,0.034699999,0,0,YES,Default,187.0000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
2028,2045,1,Line,,Closed,Closed,NO,2028,0.00363,0.021290001,0.01063,0,0,YES,Default,250.999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
2028,2109,1,Line,,Closed,Closed,NO,2028,0.01026,0.045200001,0.02104,0,0,YES,Default,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
2112,2028,1,Line,,Closed,Closed,NO,2112,0.00369,0.021609999,0.01079,0,0,YES,Default,309.9999905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
2030,2106,1,Line,,Closed,Closed,NO,2030,0.0118,0.051989999,0.0242,0,0,YES,Default,187.0000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
2122,2030,1,Line,,Closed,Closed,NO,2122,0.00737,0.043200001,0.021570001,0,0,YES,Default,250.999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
2031,2048,1,Line,,Closed,Closed,NO,2031,0.023979999,0.105669998,0.04919,0,0,YES,Default,187.0000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
2031,2087,1,Line,,Closed,Closed,NO,2031,0.02177,0.092589997,0.04631,0,0,YES,Default,187.0000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
2032,2114,1,Line,,Closed,Closed,NO,2032,0.01097,0.04834,0.022500001,0,0,YES,Default,187.0000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
2122,2032,1,Line,,Closed,Closed,NO,2122,0.01414,0.062320001,0.02901,0,0,YES,Default,187.0000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
2129,2033,1,Line,,Closed,Closed,NO,2129,0.00522,0.022980001,0.0107,0,0,YES,Default,187.0000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
2033,5288,1,Line,,Closed,Closed,NO,2033,0.00925,0.039349999,0.019680001,0,0,YES,Default,187.0000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
2034,2043,1,Line,,Closed,Closed,NO,2034,0.00439,0.01867,0.00934,0,0,YES,Default,187.0000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
2046,2034,1,Line,,Closed,Closed,NO,2046,0.00468,0.019929999,0.00997,0,0,YES,Default,187.0000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
2035,2066,1,Line,,Closed,Closed,NO,2035,0.01411,0.082719997,0.041310001,0,0,YES,Default,250.999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
2035,2091,1,Line,,Closed,Closed,NO,2035,0.01863,0.105279997,0.05663,0,0,YES,Default,250.999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
2036,2055,1,Line,,Closed,Closed,NO,2036,0.00216,0.0092,0.0046,0,0,YES,Default,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
2036,2082,1,Line,,Closed,Closed,NO,2036,0.00236,0.01003,0.00502,0,0,YES,Default,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
2037,2065,1,Line,,Closed,Closed,NO,2037,0.00415,0.02434,0.01216,0,0,YES,Default,250.999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
2110,2037,1,Line,,Closed,Closed,NO,2110,0.00307,0.01798,0.00898,0,0,YES,Default,250.999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
2081,2038,1,Line,,Closed,Closed,NO,2081,0.00639,0.03748,0.01871,0,0,YES,Default,250.999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
2039,2086,1,Line,,Closed,Closed,NO,2039,0.00845,0.037250001,0.017340001,0,0,YES,Default,187.0000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
